Date,condmax_BB,condmin_BB,condmean_BB,condmax_RIL,condmin_RIL,condmax_EPRC,condmin_EPRC,condmax_R,condmin_R,salmax_R,salmin_R,salmean_R,condmax_GP,condmin_GP,condmean_GP,condmax_4C,condmin_4C,condmean_4C,condmax_NBG,condmin_NBG,condmax_BBSI,condmin_BBSI,condmean_BBSI,condmax_BBB,condmin_BBB,condmean_BBB,condmax_WPR,condmin_WPR,condmax_PascR,condmax_PascR.1,condmean_PascR
1/7/2010,24400,15834,20352,28500,17300,3770,102,6450,5010,3.5,2.7,3.2,35080,19418,25902,2760,2320,2530,13395.6,6485.4,16100,12900,14600,9000,2330,4500,492,65,24500,3390,8390
1/8/2010,27900,15300,22400,23200,4860,440,106,7230,5130,4,2.8,3.5,32579,18360.9,25332,2850,2510,2700,12118.5,6989.7,16100,9630,13700,8780,2200,4910,640,77,29700,4540,13900
1/9/2010,29800,15300,23400,29800,17700,197,109,7660,5890,4.2,3.2,3.9,32678,18659.3,25116,3010,2650,2870,13529.1,6544.1,17100,13000,15000,7680,2550,4450,1040,254,37000,6470,16300
1/10/2010,31800,18000,26700,30800,14600,231,112,7610,6300,4.2,3.4,4,31455,19573,25252,2980,2710,2880,11783.7,5860.7,15500,10200,13800,6860,2230,4230,1150,195,42400,6500,19700
1/11/2010,34900,21600,30300,42600,21000,1570,115,7310,6290,4,3.4,3.8,31426,19729,25235,2710,1700,2190,11343.8,5920.33,14800,7460,11700,10600,2620,5160,1900,311,43200,7140,22400
1/12/2010,34400,23400,31400,37300,10600,3960,121,7390,5690,4.1,3.1,3.7,31543,19637,25252,2300,1800,2050,11005.3,6011.83,14100,8960,12300,12100,2990,6400,1830,374,39700,8330,19000
1/13/2010,36500,21600,31200,42300,25100,4460,263,5960,4350,3.2,2.3,2.6,32339,19420,25149,2380,1930,2200,12314.2,6887.8,15000,12200,13900,14100,4490,8140,3100,391,39700,9860,23600
1/14/2010,37500,21900,30300,44500,26600,6330,628,4870,4040,2.6,2.1,2.4,34021,19732,26084,2450,2380,2430,11619.5,7256.9,15000,13400,14400,14700,4330,8270,12100,593,41600,11400,27000
1/15/2010,33900,25300,29900,44100,38800,14700,1360,7580,4210,4.2,2.2,2.6,33721,20808.4,26725,3960,2440,2840,11562.3,7102.5,14900,14200,14600,13500,6080,9450,21900,1300,41200,16300,30800
1/16/2010,33000,29400,31900,43500,39600,21200,7200,17200,7580,10,4.2,7.2,34719,27454.7,31101,10600,3960,8390,11098.2,6309.8,14900,13900,14200,16600,9050,12900,29600,4180,40700,23200,34800
1/17/2010,32700,22400,29600,41800,22300,8180,4190,17200,6740,10,3.7,6.1,37546,25116.7,31297,9830,6510,8870,10208.5,6652.8,14500,12900,13700,14200,5150,7620,16900,622,35400,10500,17800
1/18/2010,34000,30900,32800,37900,24700,7810,2500,6740,5260,3.7,2.8,3.2,36433,23759,29795,6510,5640,5960,10703,7123.1,14100,12100,13300,11100,3340,6930,1590,657,39000,9010,14900
1/19/2010,34200,22400,31100,39100,31600,6370,1760,5890,5290,3.2,2.8,3,38729,23374,31009,5700,5010,5310,10971.3,7572.9,13700,11900,13000,12000,3720,7260,2050,679,39100,6410,16100
1/20/2010,29600,20800,23200,35800,32400,8960,1520,6120,4870,3.3,2.6,3,35517,18945,25472,5050,4520,4690,10448,6329.63,13400,10900,12800,11700,6490,8810,2550,674,30000,6060,11900
1/21/2010,23600,19300,21500,35600,27500,8200,1070,6910,5670,3.8,3.1,3.3,37087,25317,31212,4520,4040,4330,12377.3,8343.4,12800,11700,12500,10900,2270,6080,1930,599,8000,5180,6110
1/22/2010,34300,11800,20600,34800,17000,11600,1150,9890,5560,5.6,3,3.4,32985,23995,27811,4100,3770,3910,10632.7,7268.12,12500,11100,11800,6970,1370,2850,668,208,11300,3220,5227.9
1/23/2010,28000,13200,21000,34200,21000,18600,1990,14500,5990,8.4,3.2,5.3,32595,23220,27714,5530,3930,4390,11040.4,6248.66,13500,9990,11900,8210,1560,4700,9410,124,32500,3160,16800
1/24/2010,26300,20300,24100,34000,26400,17900,3430,15200,12700,8.9,7.3,8.2,30112,23892,26800,5790,5160,5610,11181.2,6282.65,13200,10900,12300,8320,3490,5660,2280,81,12600,4020,8450
1/25/2010,29000,11500,23100,31100,7460,4140,812,14400,7080,8.3,3.9,5.1,34329,25121.7,29574,5340,4140,4740,10864.1,6835.03,11900,9100,10800,5840,1150,3330,123,65,5830,1349.32,3075.73
1/26/2010,31600,12000,25300,30500,6990,2270,291,7120,5340,3.9,2.9,3.4,30401,19721.3,24720,4290,3700,3890,9828.4,6430.86,11800,7730,9870,5120,703,2700,310,59,5940,763,2825.8
1/27/2010,33200,13100,26300,32500,14300,11300,149,6110,5250,3.3,2.8,3.2,29084,20763,24927,3850,3690,3760,14564.9,6699.4,19200,9440,12800,7100,903,3350,393,55,33400,385,11400
1/28/2010,34300,16800,27400,31400,16200,11400,416,7470,5640,4.1,3,3.5,32388,20841.3,26175,4270,3850,4150,14187.9,7203.5,18900,10300,14300,8900,1240,3810,442,55,32000,916,10600
1/29/2010,30300,20100,24900,31400,25300,16500,456,8640,6460,4.8,3.5,4.2,37391,24256.8,30742,4840,4260,4610,15015.3,7670.5,20000,16900,18500,11700,2290,5540,3670,53,32000,1020,14300
1/30/2010,27900,14400,23100,31200,5160,15300,239,8760,5890,4.9,3.2,3.9,32605,21939,26731,4880,4270,4660,14731.3,6024.2,19400,10500,14700,5670,762,2040,1500,55,31000,1130,6320
1/31/2010,27700,9570,16900,20900,11500,691,105,6010,5440,3.3,2.9,3.1,33591,20374.7,25978,4530,4300,4430,14547.7,6701.2,20700,16000,18900,1930,393,745,89,50,6780,936,2990
2/1/2010,25414,11400,17222,30500,20700,343,94,5990,4180,3.2,2.2,2.7,34678,19372,26368,4640,4410,4530,13810.6,6408.9,21100,19100,20000,817,289,535,78,50,5600,1610,3400
2/2/2010,28400,11000,18900,30700,18000,101,82,5830,3530,3.2,1.8,2.7,33214,19172,25540,4820,4640,4770,14832.6,6241.1,22200,16100,18900,603,232,398,78,50,4300,1660,2780
2/3/2010,30300,10600,19500,28000,21900,296,85,5630,4130,3,2.2,2.7,34699,19120,25962,4800,4390,4560,14910.7,6507.2,22600,15200,20800,2030,341,1090,77,52,27700,1810,4320
2/4/2010,27400,12700,20900,26200,21100,20100,85,8200,3530,4.5,1.8,2.7,33812,21257,26910,5080,4580,4830,21762,15515.6,25100,20800,22700,6630,504,3030,4600,54,27800,2060,16500
2/5/2010,27000,12400,20300,25900,12300,14600,173,7480,4170,4.1,2.2,2.9,31734,23213,27232,5040,4910,4980,19513,12824.6,23200,15700,20300,2020,98,517,2740,56,18500,1830,6240
2/6/2010,27900,3400,14600,14200,6620,281,70,5310,5000,2.9,2.7,2.8,33923,20971,26393,4940,3180,4030,10808.1,6517.83,15700,8150,11900,293,38,123,60,52,3930,893,1990
2/7/2010,28300,5430,15400,18900,7230,79,67,5180,3690,2.8,1.9,2.6,32757,20432,26049,3300,2770,3040,16628.7,6907.4,19700,11900,15800,143,42,125,137,44,26400,923,4620
2/8/2010,26000,5960,17200,24600,11600,1960,60,4280,1820,2.3,0.9,1.8,32214,18985,25469,3260,2980,3110,18830,12419.8,19700,17000,18000,661,80,213,160,38,23200,1070,6910
2/9/2010,24500,11300,17400,24900,8390,1470,52,4590,1820,2.4,0.9,1.7,32029,18974.6,25038,3400,3260,3340,14525.1,6209.7,19000,13500,16500,432,69,181,44,35,7210,602,1770
2/10/2010,26437,8620,18057,10800,6090,55,50,4790,4560,2.6,2.4,2.5,31194,19820.3,25045,3410,3100,3300,12318.6,6617.7,18000,12200,15500,396,110,182,37,33,906,201,539
2/11/2010,26272,9395.8,17625,15200,7260,54,50,5010,3430,2.7,1.8,2.4,34266,19578.7,26210,3270,3050,3140,19300,8070,19200,12900,16400,348,86,160,37,33,2300,135,763
2/12/2010,23200,14900,17900,23400,7750,64,52,3430,1950,1.8,1,1.2,25900,18400,23100,3600,3270,3420,22300,15400,20000,16900,19000,303,77,137,37,34,2300,366,862
2/13/2010,25346,11413.1,17921,23900,5860,60,53,4800,2480,2.6,1.3,2.1,24900,8160,17400,3600,3350,3480,18200,11000,17900,14200,16300,115,50,84,40,35,632,112,397
2/14/2010,28900,11304.6,18499,22900,5690,60,53,4800,4000,2.6,2.1,2.5,19900,7970,12500,3350,2650,3030,14200,7280,16900,7770,13400,1460,56,179,38,36,1650,112,613
2/15/2010,27400,9210,20700,16300,5350,61,55,4720,3540,2.5,1.9,2.3,17200,8700,11600,2720,2270,2570,13800,6850,16900,9030,11800,1760,205,591,41,37,1800,140,665
2/16/2010,27200,25600,26400,25900,7690,61,56,4780,4510,2.6,2.4,2.5,14600,8340,9710,2420,2250,2320,9420,6860,17300,7640,12200,1950,159,467,42,40,1160,486,761
2/17/2010,29200,12244.9,21496,24200,8020,63,58,4830,4690,2.6,2.5,2.5,11100,8460,9870,2250,1890,2040,9140,5770,16600,7540,10500,4140,323,1620,45,42,2350,857,1280
2/18/2010,33400,18477,25414,26900,3010,64,60,4810,1980,2.6,1,2,16400,7460,11900,2180,1830,1940,12100,5870,14900,8740,12400,7520,1260,3670,48,44,4440,921,2150
2/19/2010,32566,18500,24675,27600,12900,72,63,3060,1330,1.6,0.7,1.2,39300,6400,15400,2410,2180,2280,12600,8660,14300,11600,13300,11600,2360,4900,50,47,6390,922,2608.03
2/20/2010,29000,14500,17900,28800,18800,5580,66,3580,1350,1.9,0.7,1.1,43900,7070,31400,3330,2410,2630,11400,7300,13700,7980,11300,14900,2680,6390,140,50,21700,1900,5820
2/21/2010,19100,17200,18200,28600,18100,10000,71,5550,2120,3,1.1,1.6,41800,17400,33000,4960,3330,3860,9820,7060,13300,8530,11000,11800,3210,7430,377,53,24600,1720,11000
2/22/2010,20200,17800,19000,26900,15900,13700,102,6430,3230,3.5,1.7,2.5,39200,15600,32200,5400,4740,5040,9070,7020,10600,7830,9500,11100,5130,7660,462,56,24200,2490,10900
2/23/2010,25521,16000,20616,28200,17100,12700,210,6260,3520,3.4,1.8,2.6,35800,18900,29100,6020,5340,5750,9370,7580,9800,8220,8790,10200,4650,6990,2690,60,39600,2500,19100
2/24/2010,35822,21810,29705,33200,16400,7840,151,5820,2630,3.1,1.4,2,35400,26400,31300,6200,5570,5920,9940,8490,10200,8470,9530,8150,4230,5830,2690,196,37500,5980,17300
2/25/2010,38200,18000,32500,31100,16700,361,104,3290,1990,1.7,1,1.4,37300,27300,31600,5580,4660,5080,10100,9120,12100,8820,10200,10800,3220,6470,822,128,36400,3920,18300
2/26/2010,36300,21300,30800,38800,11000,4060,94,3080,1900,1.6,1,1.3,31176,13849.9,23327,5060,4910,5010,10200,9260,10300,8650,9750,13000,3700,7510,728,149,41800,6050,19400
2/27/2010,33700,25100,30500,36000,13900,4370,92,3230,2180,1.7,1.1,1.3,30047,17206.2,22193,5880,5040,5610,10200,9620,15100,10100,11200,10700,5020,7480,666,100,36800,4250,15200
2/28/2010,34100,32200,33500,38800,11900,165,94,3430,2140,1.8,1.1,1.5,30793,13484.6,21891,5710,4770,5270,10200,9150,15200,10200,11500,10000,5260,7160,666,62,11900,3440,6470
3/1/2010,34000,22900,27300,38800,22900,6670,110,3490,1910,1.8,1,1.5,31021,18652,24242,7574.1,5856.1,6822,11300,9340,12800,10200,11000,11700,4750,8110,1060,61,30600,4150,10200
3/2/2010,29300,15200,23000,37200,8930,6260,156,3980,2110,2.1,1.1,1.5,33261,19162.6,26167,7754.3,5797.1,6894.8,11300,6120,13100,8430,11100,10900,566,3870,1600,66,32900,2190,13400
3/3/2010,33100,12800,26200,34600,8060,402,162,4340,3770,2.3,2,2.2,30447,19011.9,23939,7950.4,5895.3,6992.8,9190,6810,12700,8480,10300,917,279,620,124,66,7190,1800,4270
3/4/2010,32700,11400,29600,37000,7420,2650,112,4200,3510,2.2,1.8,2.1,32083,17728.9,24071,7923.4,5714.9,6807.9,10400,7200,14600,8860,11800,809,292,547,561,67,40000,3040,8530
3/5/2010,33100,22200,30000,35600,5260,2890,73,4210,2780,2.2,1.4,1.9,30746,13549.6,21981,8322.3,6762.9,7385.6,10900,7190,14100,8690,11400,3573.1,309,1420,472,120,47500,4330,16200
3/6/2010,33400,14800,24400,36200,6760,2020,67,4120,2510,2.2,1.3,1.7,28062,15993.9,20926,8090.1,6347.2,7208,10900,7420,14600,10400,12400,10100,506,3090,551,112,37000,3810,12300
3/7/2010,33500,19000,26900,34200,7240,2320,66,4010,2200,2.1,1.1,1.6,30889,13443.6,21723,8103.4,6678,7318.9,11300,8200,14900,10800,12900,12700,1120,5100,485,81,40500,3100,13000
3/8/2010,33000,18000,25200,38900,10200,2980,66,3370,2070,1.8,1.1,1.3,30579,13337.6,22269,8034.7,6637.1,7328.7,11900,8730,14600,12200,13200,12400,2310,6840,397,85,38000,4140,13500
3/9/2010,25400,20100,22600,39300,23700,10600,65,5300,2320,2.8,1.2,1.5,30938,17811,23943,7899.5,6564.5,7280.4,12800,9200,14400,12800,13400,14900,4060,9560,1070,66,38800,5180,18700
3/10/2010,22400,16500,21100,38800,35100,13200,361,6200,3830,3.4,2,2.5,31584,23387,27328,7851.1,6574.2,7274.4,11800,9230,13200,12400,12800,13700,5900,9660,526,91,38100,6020,18700
3/11/2010,19400,16400,17700,37800,31100,13200,924,9170,4230,5.1,2.2,3.9,29157,24712,26754,7296.9,5934,6704.9,10500,7510,12600,11100,12200,11700,6730,8840,607,84,30700,6360,13500
3/12/2010,30900,16600,23600,32800,16900,11000,537,9170,4050,5.1,2.1,3.5,29640,24543,26896,6740,5860,6440,10500,6420,12900,10600,12100,8390,3380,5250,960,147,40400,5960,13800
3/13/2010,31500,27300,29800,35200,10300,1880,548,4050,3020,2.1,1.6,1.7,27509,15696.7,20539,5860,4210,5110,9570,5950,13100,8080,10500,5430,2900,3820,430,77,34100,3140,6350
3/14/2010,28600,24200,27200,33600,14900,1800,236,3290,3130,1.7,1.6,1.7,27704,19041,22877,4300,3720,4030,8800,6970,11300,8790,10500,6800,3770,5220,509,80,31200,4250,6640
3/15/2010,29400,19800,25600,29400,11100,538,102,3330,2850,1.7,1.5,1.6,30053,13802.4,21072,3850,3170,3590,7990,6720,11800,8830,10700,7360,3640,5340,483,122,8650,4260,6060
3/16/2010,35030,23675,30061,28100,12700,178,88,2930,2340,1.5,1.2,1.3,30683,13723.7,21345,4140,3830,4070,8900,6810,12800,11100,12000,8080,4560,6110,518,154,10900,6420,8430
3/17/2010,35382,24015,30277,32600,14600,146,83,2920,2260,1.5,1.2,1.3,30738,13790.3,21411,4160,4080,4120,8990,7120,12500,11400,12000,12100,5680,7950,503,158,20100,7520,9230
3/18/2010,38000,23446,30582,36000,9540,113,81,3070,2200,1.6,1.1,1.4,30301,13787.4,21040,4140,3870,4010,9580,6770,13100,11800,12300,12900,6430,9200,447,135,48700,5780,11700
3/19/2010,42000,27867,35484,37400,15000,3190,80,3040,1950,1.6,1,1.3,30843,13454.3,21793,4110,3750,3930,9910,6630,14700,12000,13200,18500,7000,12400,305,131,44600,5790,13500
3/20/2010,36300,28100,32900,38500,22900,10400,79,4980,1970,2.7,1,1.4,29329,18601.6,23510,4280,4090,4170,13000,8100,17200,12500,15000,19500,7440,14100,622,134,32400,4980,15200
3/21/2010,33700,19600,28800,32200,4720,10300,146,6150,2310,3.3,1.2,2.1,28051,17961,22990,5720,4230,5070,12400,4890,19000,7700,12600,16400,2880,9390,1030,67,29300,3200,10200
3/22/2010,34000,16000,26300,34100,4780,266,145,3600,2690,1.9,1.4,1.8,31236,14381.7,21496,4230,3120,3540,9560,1050,11700,5910,8880,5820,970,2690,223,70,28000,1850,10200
3/23/2010,33600,13200,27400,29700,10100,2110,87,3560,2360,1.9,1.2,1.6,29294,14080,21067,3440,3050,3200,9930,6220,13900,9340,11400,4960,605,2280,315,81,33700,2620,11000
3/24/2010,29800,14100,20700,34200,12300,8510,82,3880,2140,2,1.1,1.3,28055,16163.3,22064,3670,3430,3560,10700,7180,15100,10900,12700,6370,668,3020,848,166,29200,4450,15300
3/25/2010,28000,18200,22900,33900,7500,8390,171,4880,3590,2.6,1.9,2.3,28166,20451,24398,4340,3670,4020,10700,8620,15000,12300,13700,8970,1610,4350,909,148,22100,6710,13500
3/26/2010,31100,14800,24500,28900,5990,7310,141,4960,3260,2.7,1.7,2.2,28693,20210.3,24641,4100,3860,4010,10800,8050,15100,10600,13300,8080,1340,4180,1200,193,38000,5610,18900
3/27/2010,29100,17400,21900,28900,21600,9890,620,5380,4320,2.9,2.3,2.5,29575,24621,26933,4420,3990,4310,10800,8910,15000,12900,14200,8130,2470,4660,1340,136,30900,7890,14400
3/28/2010,30100,22400,26100,28900,9770,12100,818,6360,4140,3.5,2.2,2.9,29348,24400,26797,5200,4400,4740,11000,8920,14800,11500,13500,8140,3040,4750,839,100,30900,5680,10200
3/29/2010,35443,26100,31750,28500,7450,976,451,4140,3040,2.2,1.6,1.7,30046,13756,20920,4430,3200,4050,9600,7910,14800,11100,12600,5860,2440,3870,680,216,9390,4420,6500
3/30/2010,33100,25200,30700,33300,17200,5250,467,3470,3030,1.8,1.6,1.7,28727,14671.4,21430,3980,3250,3500,11100,8110,14800,10400,13600,9670,4230,6460,1360,275,49200,7780,18600
3/31/2010,33500,25200,30900,35100,23900,3890,205,3400,2980,1.8,1.5,1.7,29872,13436.3,21690,3770,3640,3700,10300,8360,13500,10000,12200,11300,4290,7810,1150,251,44700,5300,13500
4/1/2010,34200,22100,30500,34400,27300,5880,233,4120,3050,2.2,1.6,1.8,29486,13894.9,21405,8949.9,6637,7682.3,12400,8130,14500,9930,12600,13400,4990,9100,2170,307,29600,7400,12200
4/2/2010,30800,22200,27200,36000,30800,13000,332,7030,3390,3.9,1.8,2.4,29800,25900,27900,7883.1,6735.4,7254.6,13500,8240,16600,12200,14700,14000,5660,10500,6450,246,24100,8420,15000
4/3/2010,28800,21300,26100,35700,34000,14400,1350,8910,5580,5,3,4.2,32600,26800,30400,7784.1,6672.4,7232,13100,9950,16900,13500,15600,13400,6970,10200,3280,176,31900,9690,16800
4/4/2010,24000,20800,22300,35300,31800,14900,901,8910,6540,5,3.6,4.3,30000,25700,28600,7823.5,6709.3,7249.4,12900,9870,16700,13200,15000,13500,6160,9460,3120,267,30800,8820,19600
4/5/2010,24400,19800,21800,33100,27800,13200,1290,8720,6420,4.9,3.5,4.4,28900,25200,27400,7843.2,6782.6,7246.6,12400,10100,15900,13300,14600,12700,6130,8850,4460,388,29700,9490,19300
4/6/2010,26000,19400,23100,29200,28100,10800,1470,8590,5950,4.8,3.2,4.1,27800,23600,26400,7854.9,6764.8,7241.4,11300,9930,15000,12700,13800,11900,5760,9080,3900,530,24900,8100,15700
4/7/2010,25600,23300,24100,29900,26800,15600,1120,8880,7790,4.9,4.3,4.6,28700,25000,26800,7588.2,6886.3,7199.8,11600,9430,14400,11200,13200,12600,7730,10200,3410,460,23800,5880,11100
4/8/2010,26200,22500,23900,30300,16100,14700,1390,8940,4730,5,2.5,4,27200,22000,23600,7951.6,6568.8,7258.3,11700,9290,14100,11300,12100,10800,7770,8940,2210,435,28700,5510,11894.1
4/9/2010,38300,22100,31900,30800,15200,8860,1240,5880,4040,3.2,2.1,2.7,25300,22500,24100,8013,6556.8,7264.8,12000,9880,16000,11900,14300,9930,5980,8420,1170,432,36000,7030,19100
4/10/2010,38000,22300,26500,31000,7520,9290,975,6070,4740,3.3,2.5,2.9,25800,19500,23500,7858.7,7133.4,7409.1,12200,9520,15800,12300,14200,9570,5820,7780,1270,296,31900,5740,14300
4/11/2010,29100,23600,26100,33200,26400,7830,841,6200,5860,3.4,3.2,3.3,25700,22400,24600,7937.1,6733.2,7255.8,12200,11000,15700,14200,15100,9300,6490,7900,1290,330,32400,5480,11500
4/12/2010,27200,24000,25300,32800,27100,9890,620,6210,5830,3.4,3.2,3.3,26500,21400,24100,7905.3,6744,7240.4,12900,11500,16100,14200,15100,10500,6120,7940,1140,489,32400,4960,13600
4/13/2010,31600,25900,27800,32100,27600,13300,1090,7080,5790,3.9,3.1,3.4,28300,24600,26900,7815.3,6705.9,7231.6,13300,11000,20600,14600,18300,12100,7240,9290,1680,571,32300,5430,15800
4/14/2010,29900,25000,28300,30800,25900,15500,2060,9520,6500,5.3,3.5,4.1,29348,24660,26917,7775.4,6743,7236.4,16000,11400,22400,18000,20200,13000,7540,10100,3500,372,30200,8210,18400
4/15/2010,30000,25400,28400,31900,29400,17200,3470,13000,7730,7.5,4.3,5.6,29492,24911,26983,7658.6,6822.5,7287.9,18700,13200,25300,18300,22000,13900,7890,10700,10000,389,29600,10000,22100
4/16/2010,29500,23600,27900,31000,25100,17000,3720,12800,8170,7.4,4.5,5.8,29412,24693,26903,10300,9130,9790,15700,13300,21400,16300,18800,12600,7400,10000,4780,333,29000,11500,20500
4/17/2010,29300,23700,27300,31400,25300,15200,2780,9780,6170,5.5,3.3,4.3,29205,24787,26977,9130,8770,8940,14700,12700,18800,14600,16100,12800,7330,10200,7050,300,29400,12300,20600
4/18/2010,28800,22900,27300,31200,15600,13000,3130,8430,5590,4.7,3,3.7,29466,24433,26886,8770,8080,8460,14300,11900,16900,14000,15300,13000,7330,9830,7300,334,38700,12000,25200
4/19/2010,32300,20200,28300,31800,18400,11500,3280,7530,5030,4.1,2.7,3.3,30155,23561,26892,8110,7500,7740,13700,11800,16500,12600,14300,12900,6880,9800,17500,748,39300,14400,27400
4/20/2010,33600,21200,28800,36700,22800,10400,3210,7310,4990,4,2.7,3.2,30148,23326,26756,7530,7050,7260,13000,11500,16400,12100,14100,12500,7280,9700,11100,2340,38600,17300,29500
4/21/2010,33800,24500,31800,36500,26800,8910,3350,6920,4320,3.8,2.3,2.9,31310,24238,27979,7230,6480,6850,12800,11700,15300,12700,13800,13200,7700,9840,19600,3790,39600,17000,30400
4/22/2010,33800,29300,31900,34200,24200,7420,2660,6120,4380,3.3,2.3,2.7,34058,19421,25084,6750,5790,6330,12100,10500,13800,11500,13000,14400,7560,10600,12400,4850,36300,16000,26000
4/23/2010,29560,23833,26883,38600,33000,13600,5600,9360,5880,5.2,3.2,3.5,30464,23267,27206,6520,5770,6260,13300,10600,15500,12500,14000,14000,10100,12000,18300,4790,30400,13700,21700
4/24/2010,29004,23653,26484,40200,36800,13300,6450,9880,7850,5.5,4.3,5.1,30502,23682,27125,7600,6420,7220,13400,10100,14600,12300,13600,16900,11200,12900,25700,5170,32800,16600,23900
4/25/2010,34184,23309,29509,40400,30700,6450,3100,7850,4110,4.3,2.2,3.1,31254,24214,27948,7070,6010,6740,10800,9200,12500,10300,11300,12300,8870,10700,15500,4110,19100,11700,14300
4/26/2010,30203,20814,25583,36400,17100,4220,2950,4920,4070,2.6,2.2,2.4,31975,23811,27980,6070,3420,4870,9920,8660,11500,8860,10200,11900,7990,9800,6790,3450,35900,10500,18600
4/27/2010,29200,18300,26100,33100,15400,5660,2220,4910,4240,2.6,2.2,2.4,31976,18974.6,24384,4720,2130,3590,9890,6410,10800,7650,9800,13100,6800,10400,6660,3350,36400,14200,24200
4/28/2010,27800,21400,25800,33000,21500,9400,2150,5700,4450,3.1,2.4,2.7,33277,19760.3,25620,3600,2130,2880,12000,6960,17700,7810,13400,14400,7960,11000,15400,2500,40700,16500,29900
4/29/2010,27100,23500,26100,35200,30100,13200,2760,8860,4760,4.9,2.5,3.2,30135,22890,26752,3740,3010,3260,15300,8500,17400,9880,14300,15600,9000,12400,15700,946,31900,15900,24100
4/30/2010,27600,22800,26000,39100,34700,18500,6980,13500,7150,7.8,3.9,5.7,31383,23866,27519,4320,3570,4060,20000,9790,18300,14900,16800,16300,10200,13300,20700,962,33100,14700,24600
5/1/2010,28500,22900,26900,40300,36500,21500,9520,16800,12700,9.9,7.3,8.3,29160,24528,27000,4530,4220,4370,17800,10900,19900,14800,17400,17500,10400,14100,29600,1040,35300,14700,29300
5/2/2010,27800,23100,25400,37900,37000,22200,11000,17400,15100,10,8.8,9.8,29282,24878,27035,6690,4430,5880,14500,8960,18200,12500,15000,18100,10600,13800,30000,1210,34200,16400,27300
5/3/2010,25100,16400,22000,37800,30000,19800,5780,16900,8870,9.9,4.9,6.9,29171,24700,26795,6690,5990,6340,11600,9140,14800,12700,13500,10600,1890,6680,6880,1630,32600,14300,20400
5/4/2010,26100,10700,16500,37000,15300,14700,4860,14000,6920,8.1,3.8,5.3,29437,24355,26877,6200,5500,5810,13200,10000,13500,11700,12900,1890,311,797,3740,744,33100,11200,21100
5/5/2010,27000,10600,16800,35000,25100,8950,3770,8620,5600,4.8,3,3.5,29309,24312,27027,5620,4590,5070,12100,9870,12900,10300,11600,982,556,785,1530,363,31300,9500,17300
5/6/2010,26700,14200,22000,32000,22000,6930,2960,6480,5220,3.5,2.8,3.2,31267,23778,28003,4880,3130,3870,11300,9550,11300,9220,10600,2750,524,1260,787,190,25900,7040,10300
5/7/2010,27300,14400,22600,31900,11600,5130,2660,6530,5220,3.6,2.8,3.1,30496,22496,26151,3520,2220,2840,10200,6530,10400,6150,8450,9140,1170,4360,369,90,7790,3280,4570
5/8/2010,27100,15600,23600,32100,7100,2750,1740,6030,5320,3.3,2.9,3.1,28285,14631.6,21003,2320,1930,2120,7110,6170,8840,4980,6080,8720,1720,4080,448,88,4700,2350,3320
5/9/2010,26800,13700,20700,31800,17300,8880,2420,7300,5260,4,2.8,3.4,30448,22959,26738,2220,1590,1980,11200,6860,15400,8840,11400,7790,3530,5790,1380,263,40700,3520,16500
5/10/2010,23700,16900,19900,33700,17300,13600,2380,7650,6140,4.2,3.3,3.8,30258,23271,27033,2090,1770,1960,12600,8000,12200,9660,10700,9310,5640,7680,3080,797,32800,5820,16900
5/11/2010,23200,20300,21600,34100,32900,15500,2780,9800,7330,5.5,4,4.7,31331,23693,27841,2250,1950,2040,11900,6710,11800,7530,10700,11100,7360,9480,6060,2020,30600,9420,17900
5/12/2010,24300,18200,21900,33100,30400,18100,2240,11200,7720,6.3,4.3,5.2,29104,24338,27071,2590,2080,2310,13500,7060,13000,8890,11400,11800,7210,9810,15500,1880,29800,10000,19800
5/13/2010,21200,17200,20100,30400,25900,20600,4580,12500,10200,7.2,5.8,6.3,28954,24601,27080,3000,2410,2700,16400,9860,14700,10500,12900,12000,6880,9710,21000,1080,27600,10600,20300
5/14/2010,21000,16900,19600,25900,24000,20600,4880,13500,9800,7.8,5.5,7,28833,24932,27159,2860,2740,2820,17000,11300,15700,11200,13000,11800,6800,9430,17700,1310,24600,11200,19000
5/15/2010,22600,16300,19700,24300,22500,21200,3560,14700,11500,8.6,6.5,7.3,29123,24818,26965,2910,2740,2830,16400,10600,15700,9510,12000,12700,6730,9730,19700,1220,24500,10700,18600
5/16/2010,22900,8620,16200,24100,22200,18600,3690,13700,9770,7.9,5.5,6.5,29240,24742,27021,2950,2460,2840,14500,7950,11000,7320,9770,7580,815,4860,17600,475,23600,6550,16200
5/17/2010,26400,4240,12000,25300,10700,15700,3830,10900,6240,6.2,3.4,4.6,29082,24520,27059,2460,2060,2200,11400,6350,10600,6400,8110,966,168,447,4410,337,33000,5080,18300
5/18/2010,24900,5580,16700,27500,17400,10800,3560,8370,5120,4.6,2.7,3.3,30147,23843,27227,2220,1540,1930,8130,5280,8710,4640,6490,705,571,651,2430,299,36200,7990,16500
5/19/2010,25100,4650,13300,28500,20700,11600,3360,7690,5200,4.2,2.8,3.3,28901,24253,27038,1560,1140,1430,7720,5400,8390,5920,7370,657,505,571,2880,349,32500,8740,18600
5/20/2010,16900,7450,9500,30500,25800,9470,3170,7690,5530,4.2,3,3.5,27105,20824,23985,1540,1130,1380,8570,4740,7390,4410,5940,649,398,475,2970,351,17300,6440,12000
