Date,condmax_BB,condmin_BB,condmean_BB,condmax_RIL,condmin_RIL,condmax_EPRC,condmin_EPRC,condmax_R,condmin_R,salmax_R,salmin_R,salmean_R,condmax_GP,condmin_GP,condmean_GP,condmax_4C,condmin_4C,condmean_4C,condmax_NBG,condmin_NBG,condmax_BBSI,condmin_BBSI,condmean_BBSI,condmax_BBB,condmin_BBB,condmean_BBB,condmax_WPR,condmin_WPR,condmax_PascR,condmax_PascR.1,condmean_PascR
11/20/2017,35800,30600,33400,42000,32800,18000,8100,9200,4040,5.1,2.1,4,37400,33500,35600,8830,8240,8730,21900,16600,30100,21300,25100,20600,15500,17800,33900,16800,44800,27300,37300
11/21/2017,37200,29900,33800,43400,39600,21700,8500,10700,8340,6.1,4.6,5.3,40000,35100,37400,8740,8680,8710,22600,17800,30300,21200,25600,20700,15500,17800,38500,16800,42800,27300,36700
11/22/2017,37300,28500,32800,43200,39600,24200,11000,12800,8850,7.3,4.9,6.1,42300,38700,39700,9690,8740,9250,26400,17400,33500,25200,28700,20700,15400,17100,38500,15900,43400,28100,37400
11/23/2017,35900,30400,32600,43600,34400,22600,9150,11200,6220,6.3,3.4,5,42800,38200,41300,9770,9350,9600,27000,17500,33500,23400,28900,20000,15000,16900,38600,16300,44900,27600,38600
11/24/2017,37600,32300,35400,42600,36400,20400,9660,10800,5410,6.1,2.9,4.5,41800,30100,38100,9570,9240,9410,25900,15400,31700,19800,26400,21100,15800,18400,39700,18300,45600,26900,36900
11/25/2017,38000,31600,35100,42100,35800,15800,8170,7830,4560,4.3,2.4,3.4,40700,23500,31400,9260,8470,8960,29800,14200,32800,18300,27300,22800,16000,19200,34100,16200,45700,21200,34500
11/26/2017,34400,30300,31800,42500,36300,18600,7890,8820,4960,4.9,2.7,3.7,36400,26200,31100,8680,8460,8560,30100,18900,32800,27300,28800,22600,15900,19100,36400,14800,45400,18600,28800
11/27/2017,37700,30200,32600,45000,42200,20700,16000,10100,5120,5.7,2.7,4.4,36900,33600,35300,9070,8620,8900,25800,23200,32200,31000,31400,23000,16900,19900,39900,34200,45200,17500,29900
11/28/2017,37000,29500,32200,46200,40800,22100,17500,10500,7820,6,4.3,5.3,37400,35100,36400,9200,9040,9110,26200,21200,32700,30500,31700,23600,18300,21000,41200,39100,44400,15000,27700
11/29/2017,36300,29900,31500,46000,39800,22600,9690,12300,7510,7,4.1,5.6,37900,35400,36400,9660,9090,9310,26700,22000,32800,29500,31400,24700,16900,20500,40900,36700,44500,14500,24500
11/30/2017,36900,30000,32900,45300,43000,21100,8340,9030,5820,5,3.1,4.1,37700,31600,35300,9580,9340,9470,29200,16100,32400,27100,30900,29600,17200,23000,40400,31900,43200,15100,28300
12/1/2017,36900,30600,33300,43400,37500,22200,7940,9870,5190,5.5,2.8,4,35800,24800,30300,9360,9150,9250,25300,15000,32200,23800,29000,26000,16900,21500,37800,14900,43900,16200,32000
12/2/2017,39200,32200,35500,41900,37900,22500,10200,11500,5710,6.5,3.1,4.5,35700,24600,31300,9390,9070,9250,26000,19600,32200,27800,30400,27100,18700,22800,36000,20000,43000,24700,34800
12/3/2017,39000,31000,35700,42200,39800,23400,10300,11900,6460,6.8,3.5,5.1,37300,29800,32600,9680,9330,9460,26300,18300,33000,27200,30300,27600,21000,24200,35900,19800,41800,27300,36100
12/4/2017,39000,30600,35000,42000,39900,25700,11600,14300,8900,8.3,5,6.9,37800,30500,34000,11400,9570,10700,26700,18600,33000,27000,30200,28500,21400,24800,35500,18700,41000,28200,35400
12/5/2017,39000,31400,35900,41200,39800,28900,13100,17600,10500,10,5.9,8.1,39900,28400,34900,13500,11100,12300,27300,18600,33000,26500,29500,28300,22100,24600,35000,17100,41800,28900,36000
12/6/2017,39000,29400,34100,42600,39400,27000,11700,19100,10300,11,5.8,8.1,41600,37300,38700,14000,11700,12800,30400,22100,34700,27800,30100,25700,20400,23100,24100,11100,42400,24800,35400
12/7/2017,38200,30500,33900,43400,36300,24400,11100,17800,9370,10,5.2,7.9,43400,41000,42200,17300,12400,15200,33400,26000,36300,29600,33600,25600,18900,21500,29800,12000,44200,26500,37000
12/8/2017,38400,29100,33600,43400,29900,18900,9950,14500,6270,8.4,3.4,6.1,44900,41000,42900,17300,14200,16400,35600,24100,39100,26600,32200,23600,15100,18200,32000,10700,45400,27900,40200
12/9/2017,38500,34700,37300,41200,22600,11400,6410,6270,3280,3.4,1.7,2.2,42600,23000,36100,14200,10400,11800,24600,9610,29300,17700,22900,19500,9710,13300,23100,8310,44700,18700,27400
12/10/2017,38700,23800,31200,40200,31700,6570,4060,3970,2630,2.1,1.4,1.7,23000,17000,18400,10400,8110,9740,17600,8350,23900,15800,18000,20000,7480,11700,18000,6690,20000,10300,15200
12/11/2017,38800,26200,33200,41100,16400,4760,2780,3000,2220,1.6,1.1,1.3,19100,11900,15800,8150,7390,7810,24400,9190,16000,12600,14500,26600,6080,15100,16900,6200,19100,9800,12400
12/12/2017,39800,29000,36300,41300,24000,11900,2510,3050,2410,1.6,1.2,1.4,17200,10200,12700,7540,7230,7440,25900,15800,26400,15200,20500,18000,7090,11400,15400,4710,41700,9930,16100
12/13/2017,40000,28500,34000,40600,22000,17400,6710,8290,2830,4.6,1.5,2.7,36400,12300,21800,7800,7120,7420,27200,25100,29800,22600,26500,26000,10400,17800,24300,5210,40300,12100,22000
12/14/2017,40500,27900,34700,39900,19800,23200,4920,11000,6720,6.2,3.7,4.6,35900,11900,23600,8280,7720,7840,29200,21700,29700,23300,27600,23500,12200,18700,22000,4600,36100,12200,21000
12/15/2017,38500,29300,33600,39600,22900,25200,7460,16000,8900,9.3,5,7.1,34200,13500,24300,9800,8190,8600,29800,24200,31800,26500,29200,21300,12900,16700,31200,6190,45600,13400,27500
12/16/2017,39100,30200,33800,46200,32600,27300,8420,18700,12900,11,7.4,9.1,42400,29900,34400,13100,9800,11100,30900,26600,33600,29400,31300,23200,14900,18700,32300,7690,45400,17800,32700
12/17/2017,39600,30900,33800,46100,44500,28700,10200,18700,13300,11,7.6,9.2,43000,26000,35700,18800,13100,17400,30900,26000,33200,30100,31300,22800,17700,19600,32200,10400,46200,23300,31500
12/18/2017,37400,26800,31200,45200,31500,25300,8250,14900,9150,8.7,5.1,6.7,39000,21900,30500,18200,16200,17100,28700,22600,31800,28300,30100,19900,12000,15800,28500,8130,45800,16800,29500
12/19/2017,36900,23800,28200,46300,30100,23700,7670,14200,6680,8.2,3.6,5.5,35800,23600,29000,17100,16200,16600,28300,22800,31800,26900,29300,17700,4650,9830,26600,8060,45000,16800,27400
12/20/2017,33300,24500,28900,45900,35000,22200,6540,12800,5350,7.4,2.9,4.8,33900,26100,29200,16300,14300,15400,27800,22300,31000,26600,28500,17000,4060,9300,26600,6040,44000,13600,22700
12/21/2017,32400,17800,26100,45500,24300,15900,4580,9000,4880,5,2.6,3.6,31700,25300,28100,14400,14000,14200,26200,21300,29400,24700,27600,14700,4540,7210,14800,1470,43600,13700,22600
12/22/2017,34000,22400,25800,44900,35200,19100,4150,10800,5520,6.1,3,4.4,35500,26600,30800,14600,14000,14300,25900,20900,29800,26500,27700,10200,4640,7590,14800,1960,39700,13900,21100
12/23/2017,28200,23600,26200,43400,21700,17500,3330,11000,4380,6.2,2.3,4.1,32600,26400,29000,14500,13500,14000,24600,21100,26900,25400,26200,10600,4350,6900,8830,1200,42800,8190,13700
12/24/2017,39700,22200,27400,42900,19500,16300,3780,5970,3720,3.2,2,2.5,30100,26600,28100,13600,12700,13100,25000,21900,27200,24700,26000,9860,5290,6980,3330,1330,43400,7460,12400
12/25/2017,31900,21700,25900,45500,32200,12800,3160,4410,3690,2.3,1.9,2.1,34500,27400,29900,13000,12700,12800,26800,23200,29600,25800,27900,9010,6350,7870,5820,1980,48000,9580,21200
12/26/2017,42700,21000,25300,46200,44400,15200,9770,10000,4260,5.7,2.3,4.3,46600,34100,41300,14500,12700,13400,29900,26800,33100,26800,30400,11500,8330,9500,8730,3010,43600,11400,18500
12/27/2017,28800,20400,24000,45600,42600,15600,3500,11300,7970,6.4,4.4,5.3,47000,44700,46200,17600,14300,16100,31900,27800,35300,26200,31300,10000,6380,8090,10400,4750,46900,11400,24900
12/28/2017,29900,22800,25200,45700,44500,16200,3300,9840,5710,5.5,3.1,4.1,47200,42600,46100,17900,17000,17200,31700,26500,35000,27100,29200,12300,7670,8680,10600,6600,45100,18300,26500
12/29/2017,40800,22500,31200,47424,37438,14100,2900,6370,4100,3.5,2.2,2.8,45400,37600,44400,17800,16500,16900,29300,24900,33200,25200,29100,24400,7340,12500,32200,6850,45600,17500,31100
12/30/2017,41500,25100,36300,45860,33477,13000,3030,5980,3810,3.2,2,2.4,41000,22400,31800,16800,16300,16500,28100,22700,31800,22100,26900,23300,8940,13500,24000,8040,45500,17800,32000
12/31/2017,41100,29800,34400,46734,33892,13100,3570,6460,3980,3.5,2.1,2.7,41700,33100,36300,16400,15800,16100,30300,21700,30900,25800,29400,18600,12400,14900,12400,6120,43400,18800,29900
1/1/2018,39500,25100,32400,45001,27764.7,12600,2130,4800,3670,2.6,1.9,2.1,42100,38400,40100,15900,15400,15600,32300,20200,31600,19500,26400,19600,12000,15600,10800,4140,43400,22000,35400
1/2/2018,39800,28300,33600,46477,30375.7,11200,2740,6520,3760,3.6,2,2.4,46000,40600,43500,15500,15000,15400,32300,26800,32500,23400,28000,20700,13500,16800,17900,4380,44600,21700,36700
1/3/2018,41700,29200,36800,45251,27586.2,12000,2640,5890,3640,3.2,1.9,2.4,45500,38800,41900,15300,15100,15200,31000,20800,32500,21600,26300,20900,13600,16400,15500,4370,44500,19300,32500
1/4/2018,41400,31700,36900,40747,21972.2,6280,2510,4080,3270,2.2,1.7,1.9,43100,28200,36000,15200,13700,14400,27500,18000,29100,21200,25200,21000,13200,15700,12500,3860,44200,16100,29000
1/5/2018,41800,30700,37100,44585,27553,7070,2690,4520,3300,2.4,1.7,2,43200,36100,40300,13900,13100,13400,26600,21500,29600,24900,27500,22900,13400,17400,14600,4080,43300,16400,25900
1/6/2018,41300,30800,35200,44860,27688,9770,2600,4840,3820,2.6,2,2.4,43400,33200,40300,13900,13500,13800,26500,22100,29300,25100,27500,22700,13200,17600,18600,4700,41500,13500,21700
1/7/2018,40600,33400,37300,45294,38989,23600,9730,13200,4570,7.6,2.4,4.4,44900,43400,44200,14500,13700,14000,26900,19900,29800,25500,28800,22600,16900,19600,31600,5730,44600,10500,26100
1/8/2018,40400,34500,38200,46900,43200,26600,6600,21900,13000,13,7.5,10,47600,43900,45400,18400,14400,17400,25700,16800,26100,20600,23100,22700,13600,18600,37900,8190,44400,17500,34600
1/9/2018,35400,24300,29200,44100,38300,30700,6210,17800,10100,10,5.7,7.2,44100,36300,40000,18400,15900,16400,24200,18900,27400,22600,25000,15400,6850,10100,37200,7100,41000,11800,20900
1/10/2018,31400,21300,25200,41800,35000,29800,6050,17000,9130,10,5.1,6.9,42700,32400,39700,18100,16200,17500,24700,21700,28600,26400,27300,8870,3920,6060,21200,5920,37600,12900,20600
1/11/2018,32400,23100,27800,40500,32400,26200,6420,17300,8560,10,4.8,6.7,42100,35400,40700,18200,17500,18000,22800,16200,28300,25100,26900,7030,2630,4720,15800,5000,35700,10900,18300
1/12/2018,38600,22500,30000,39500,21900,13000,3750,10500,3870,6,2,3.7,36600,22000,25400,17700,15600,16800,21500,14400,26500,20200,23500,7640,2890,4660,6920,4400,16600,9850,12100
1/13/2018,38600,17700,31500,31500,14200,4830,2490,4420,3110,2.3,1.6,2.1,29800,22100,25300,15800,13400,14700,27000,13500,28400,19800,24400,8050,4010,5940,4820,3080,21200,12700,16500
1/14/2018,32800,18500,23700,38400,21100,4190,1240,4490,3580,2.4,1.9,2.3,34600,25700,30600,13700,13200,13400,26900,19100,32300,22500,26500,12100,3460,6030,5480,1930,44800,13500,27300
1/15/2018,39300,21700,28300,44100,24100,7500,1090,4450,4160,2.4,2.2,2.3,39500,22600,29200,13500,13000,13200,26100,20200,32100,23000,27400,14300,4740,8270,16800,1960,43000,11700,24500
1/16/2018,40100,24000,31300,42400,24300,7860,1440,4730,4010,2.5,2.1,2.3,39500,24600,27600,13700,13200,13400,26800,20700,32600,26300,29400,10300,6220,7870,6620,2710,44200,11600,22100
1/17/2018,40100,22000,31800,37000,20100,6090,720,4490,3340,2.4,1.7,2.1,39000,23600,28500,13600,13200,13400,33300,16900,33100,22100,28100,13800,5620,9020,6560,3200,44800,20000,32800
1/18/2018,39900,27300,32200,41200,24100,6710,1060,4570,3940,2.4,2.1,2.2,44400,35400,40700,13200,12800,12900,33900,25300,18805,13459.8,16312,15900,7220,10600,16500,3510,44800,19100,32500
1/19/2018,41100,27100,33100,46400,24800,6870,1590,4630,4030,2.5,2.1,2.3,44400,30200,38500,13000,12500,12600,33300,26600,19010,13507.8,16322,16300,8370,11300,18400,5300,43600,14600,27100
1/20/2018,41300,27200,32200,44058,33207,15300,2770,8820,4310,4.9,2.3,3,45400,39900,42700,13000,12600,12800,31200,24700,18889,13909,16290,17100,9560,12400,22100,5710,43000,12200,24800
1/21/2018,39200,29800,34100,42877,35133,21600,6500,11200,7740,6.3,4.3,5.8,46600,42300,44500,16300,13000,15200,26400,22100,18091,14132,16128,16700,9470,13100,30700,6220,43400,13200,25000
1/22/2018,37300,30700,34900,45900,38400,25700,6150,13800,10400,7.9,5.9,6.8,48100,23100,41100,17600,15700,17000,23000,19500,18423,14209,16179,17200,11100,13900,39200,6420,41600,9400,17800
1/23/2018,39000,30700,35000,43000,29500,25800,4830,11000,5640,6.2,3,4.3,26500,21400,23700,15900,14200,15500,24600,21300,21731,14954.6,18527,22500,8900,12200,17900,6380,37200,9080,12700
1/24/2018,39000,27000,30200,40400,29600,29400,7600,6630,5890,3.6,3.2,3.4,35900,20400,27700,14700,14200,14400,25400,24200,18900,13773,16371,21400,8930,11300,13700,6780,43400,10400,16200
1/25/2018,48400,26400,33400,43700,30644.7,21900,6040,10700,4870,6.1,2.6,4,38600,19900,30800,14800,14500,14600,24900,23800,22084,14742.2,18129,19000,7990,12300,28300,7330,43900,10800,22800
1/26/2018,47900,31000,38800,43832,33793,32300,6290,17200,8200,10,4.5,6.5,42200,21200,36600,16600,14600,15000,24800,24400,18836,13954,16286,19900,10100,15300,36500,7950,43500,11100,32300
1/27/2018,47900,37100,41500,46100,41800,34200,9250,24800,14300,15,8.2,11,45400,36800,40100,18500,16600,17700,24800,24100,21069,13870.2,16927,21600,13500,17600,41000,8130,42500,16900,33800
1/28/2018,42000,33600,38400,44700,36200,34900,11100,24300,13200,15,7.6,11,45000,33000,39400,19200,17900,18500,24300,23300,18209,14328,16149,18200,8610,13400,32900,12100,39900,19600,30100
1/29/2018,46100,26800,36200,42900,31000,30200,7830,16500,9400,9.7,5.3,7.1,41200,35600,37300,18000,15700,17400,24900,23700,19260,13751.2,16396,11500,4420,6830,20400,7950,40200,20400,30400
1/30/2018,40200,15800,28600,43800,32200,20700,4320,11100,4800,6.3,2.6,4.5,39900,36000,37200,16600,14700,16100,24900,21900,19119,13681,16272,8800,1800,5010,12200,2860,43400,18100,30300
1/31/2018,42500,24300,31600,48800,26400,14300,2420,8590,5980,4.8,3.2,3.8,42100,34500,37900,16300,14800,15300,24400,22200,19048,13591.8,16334,11500,2630,5830,22000,942,42200,15000,29100
2/1/2018,41800,23200,32500,48500,25200,15400,1270,9190,5460,5.1,2.9,3.9,44700,23600,34600,15200,14500,15000,24600,16900,27600,22900,24900,12900,3230,6830,14100,1030,41600,13200,25800
2/2/2018,36900,20100,28400,46900,31400,15000,530,9480,6280,5.3,3.4,4.1,41400,32100,36400,16100,14700,15500,27200,21600,30200,24800,27200,14900,3140,6320,7280,691,42300,10100,17200
2/3/2018,33900,26400,29500,48500,46400,21000,1060,9140,6350,5.1,3.5,4.5,45800,41000,43600,16700,15300,16000,29300,25700,34600,28300,31400,11500,5460,8060,6760,444,42100,11400,19700
2/4/2018,38300,29400,34100,47300,27900,22100,2240,10900,7240,6.2,4,4.9,45900,32600,37700,16600,16000,16400,28300,23400,33100,27500,29900,14000,5130,8140,17500,460,38801,10124.8,21579
2/5/2018,39500,20000,27100,46000,37400,19600,3290,7480,6330,4.1,3.4,3.8,42700,33800,38000,16300,15600,16000,28000,24300,32000,28700,30700,10800,5140,6780,2530,483,39868,8469.2,21293
2/6/2018,33100,22800,27300,43300,35700,15200,2980,7200,5720,3.9,3.1,3.5,40500,36000,38700,16300,16000,16100,24900,21200,29200,27600,28200,10900,4700,7890,2270,861,37535,8867.3,20435
2/7/2018,32600,21300,25300,42600,26800,15500,1440,6630,4410,3.6,2.3,2.9,38400,28400,33600,16000,13700,15100,23600,15900,28100,22800,26200,7150,2880,4570,4310,1290,38027,9539.5,18833
2/8/2018,26300,17200,21100,43200,34100,8800,1270,4890,3380,2.6,1.8,2.2,35000,29400,32400,14700,13800,14300,24900,20300,30400,25900,28200,5780,2200,3970,4500,1770,36600,8930,20600
2/9/2018,37200,19200,24800,43400,36500,11300,1460,5100,3970,2.7,2.1,2.3,37000,31700,34100,14600,14000,14300,26900,20900,30900,26600,28800,7110,2300,4200,4850,1800,35700,8590,20000
2/10/2018,35100,21800,28700,41100,39900,11200,1130,5500,4330,3,2.3,2.6,36300,32600,34900,14200,13900,14100,28400,15600,30800,25000,28600,8280,2360,4350,5780,1890,29800,7850,13500
2/11/2018,32000,15900,20400,40000,28200,13800,312,5420,3060,2.9,1.6,2.2,32600,20000,27700,13900,12000,13200,24200,14400,26500,21500,24400,7060,2590,4420,4430,865,31000,8050,13900
2/12/2018,18600,13500,16300,34900,28700,13800,210,5730,2730,3.1,1.4,2.1,31200,22700,26400,12700,10900,12300,23900,17400,26600,21800,24800,3710,343,1220,1650,330,12700,4770,7190
2/13/2018,30300,10600,17400,34800,27800,586,126,3180,2350,1.7,1.2,1.4,30900,26600,28600,11900,11000,11700,24000,19300,26500,23500,25300,1510,256,579,717,79,8680,3030,5350
2/14/2018,29600,12000,15100,34300,21000,201,99,2710,2310,1.4,1.2,1.3,30000,25400,27800,11800,10700,11300,21600,14200,26300,19200,23400,1850,288,859,361,73,7770,1980,4500
2/15/2018,24000,12000,14900,33600,16300,136,80,2510,2020,1.3,1,1.2,29100,21400,24800,11100,8540,10000,19500,10300,25400,15000,19200,7780,353,2350,118,75,5770,1500,2990
2/16/2018,22300,14200,16800,31400,2300,122,87,2610,2000,1.3,1,1.2,29400,11100,17600,8890,5610,7280,19500,11000,19800,15300,17200,6490,962,3280,109,71,5860,1600,3110
2/17/2018,21900,14300,17100,30700,1070,127,95,2640,2020,1.4,1,1.2,27100,10100,12400,5640,3330,4270,26400,8710,16900,12900,15400,8620,1680,4190,108,74,5070,1820,3080
2/18/2018,21900,12500,14700,25200,870,253,100,2580,1700,1.3,0.9,1.1,37700,9250,20900,3700,2160,3120,28200,8220,18800,13700,16200,7670,2270,3950,103,66,5200,1810,3420
2/19/2018,18400,14500,16000,29700,18100,1890,111,3530,1610,1.8,0.8,1.5,38300,29500,34800,4200,2980,3890,20200,16100,22400,18800,21100,6970,3430,5270,128,62,4590,1770,2910
2/20/2018,16000,12700,14400,28100,24700,2990,125,5930,3260,3.2,1.7,2.4,35700,28100,33100,5300,4130,4590,21500,17500,20900,18600,19500,6610,4680,5590,137,66,3380,1770,2530
2/21/2018,14400,11800,12700,24800,22000,2510,107,5710,4000,3.1,2.1,2.5,28300,24600,26400,5310,5000,5160,18500,13200,21200,19800,20200,6340,3140,5190,198,79,4250,1910,2800
2/22/2018,12400,9960,11100,22100,15200,6140,106,4800,3340,2.6,1.7,2.1,26700,24100,25800,5660,5240,5520,17900,14600,20500,18500,19600,6430,2830,4560,352,81,11800,1410,3380
2/23/2018,11400,8780,10100,15600,14500,7810,108,4620,3520,2.5,1.8,2.1,26000,23500,24800,5910,5500,5720,20000,14600,21500,19100,20600,6610,1780,3990,417,84,16000,2290,7170
2/24/2018,10200,9670,9920,15200,13400,5430,134,4000,2990,2.1,1.5,1.8,26900,23500,24800,6010,5330,5730,15300,12200,20100,18000,19000,5390,1390,3080,3510,93,13700,3740,7810
2/25/2018,13500,9060,10200,21900,14500,13600,134,3890,2650,2.1,1.4,1.7,29900,23300,25200,5520,4740,5130,16600,11600,20700,16600,18400,3290,734,1770,4290,116,29700,4870,11600
2/26/2018,14400,5950,9900,23800,13500,13900,608,5120,3070,2.7,1.6,2,28200,23600,25500,6140,5180,5650,16500,13100,21100,17000,19000,1830,159,842,2010,255,30300,8420,16100
2/27/2018,12700,4510,8010,24800,15600,13800,385,5040,3390,2.7,1.8,2.1,27200,25700,26400,7040,6030,6520,17300,14300,24200,19000,21000,574,99,367,19300,181,26200,9370,18200
2/28/2018,18100,3150,8730,24600,21800,14100,372,5170,3260,2.8,1.7,2.2,27000,24600,25600,9370,7010,8860,17400,12300,24200,16200,19400,483,207,365,6000,145,24500,8620,13900
3/1/2018,16500,4550,9720,25100,7960,1920,138,3450,2680,1.8,1.4,1.6,24600,19100,20400,8730,5170,6760,12800,6670,20200,14500,16600,439,173,298,2180,85,14800,4230,6580
3/2/2018,13000,2550,7410,26300,9060,196,84,2990,2480,1.6,1.3,1.4,27408,19285,23074,5890,4710,5630,14400,10500,18800,16000,17200,369,220,310,546,79,12200,4380,6920
3/3/2018,19400,6150,11800,29100,7860,101,74,2770,2320,1.4,1.2,1.3,30238,12949.4,21193,5870,5540,5780,16100,5650,19300,12000,17600,352,266,323,601,61,9610,5350,6950
3/4/2018,21600,7910,13400,27300,9680,94,65,2520,2090,1.3,1.1,1.2,29782,12711.3,20942,5880,5590,5800,12300,8760,18500,15700,17300,666,321,398,235,53,6430,3400,4640
3/5/2018,18400,9910,12300,26200,14300,73,64,2530,2310,1.3,1.2,1.3,28554,19725,24032,5850,5550,5760,10200,4880,17800,13100,15800,1830,457,942,176,53,4610,2880,3670
3/6/2018,17100,12300,14100,26100,2970,73,65,2550,2440,1.3,1.2,1.3,30601,12573.8,21394,5580,4230,5110,12600,3720,13800,11000,12600,2420,848,1370,80,53,3980,2160,2990
3/7/2018,23800,11000,17700,15900,5380,102,69,2540,2420,1.3,1.2,1.3,31018,12732.2,21599,4400,3080,3720,3800,972,13600,8060,10400,4050,950,2140,509,60,39800,2410,9170
3/8/2018,29400,11000,20600,23500,4200,97,68,2490,1640,1.3,0.8,1.2,19459,10891.9,15666,3400,3050,3280,3640,1310,16800,8660,11700,4530,1290,3140,515,69,14000,3350,5950
3/9/2018,31800,12500,22000,34000,10600,956,68,2430,1200,1.2,0.6,0.9,20800,16700,18400,3660,2890,3210,6210,1380,17700,8420,12800,6850,1720,4050,1130,113,38000,4500,13300
3/10/2018,28500,13700,20600,33800,26300,3500,70,1650,1240,0.8,0.6,0.7,29500,17100,23000,3850,3490,3650,7480,2020,16500,12700,14200,9460,2440,5310,10800,134,35000,4910,19900
3/11/2018,23700,19100,21300,33300,23600,5770,73,1640,1270,0.8,0.6,0.7,26400,14800,21600,4600,3780,4160,10900,2740,18700,12300,15300,10900,3900,6600,7530,230,41600,9270,18400
3/12/2018,24900,14300,20200,27100,7530,2120,79,2200,1360,1.1,0.7,0.9,22800,16600,19700,4760,4240,4560,10100,4380,18900,12500,15500,7230,2010,4800,2780,220,29600,6780,15000
3/13/2018,25300,14600,20800,32100,13100,84,75,2420,2130,1.2,1.1,1.2,25800,20600,22200,4860,4260,4600,7110,4120,20100,16500,17800,7480,1930,4070,1450,235,41400,7970,13600
3/14/2018,32100,17400,24000,31813,13517,83,71,2390,2230,1.2,1.1,1.2,21400,10200,16100,4420,3950,4220,6070,1450,20600,14200,18300,9160,2190,4560,1110,291,30200,6550,9080
3/15/2018,33100,18000,23900,32088,12327.1,82,70,2280,2160,1.2,1.1,1.1,15600,7810,10400,4200,3950,4040,6880,1170,17600,8940,12400,13100,2520,5790,1250,124,32800,5720,8110
3/16/2018,30600,20200,23700,31224,17122.9,111,69,2220,1950,1.1,1,1.1,27100,7950,13400,4020,3830,3910,14400,1090,10900,4930,7640,12400,4940,8220,774,122,26600,4920,8410
3/17/2018,26700,19600,22400,35600,30400,96,71,2260,1590,1.2,0.8,1,24700,5380,8080,3950,3790,3850,14200,1580,9680,4560,6380,11100,4700,7560,651,127,32400,4650,9100
3/18/2018,21900,16300,18500,35100,25900,80,73,2190,2030,1.1,1,1.1,10700,5150,6870,4190,3900,4040,17500,1940,9880,6500,7230,11100,2820,5610,1010,183,17800,4710,7540
3/19/2018,19500,16100,17400,32100,11400,83,72,2090,1960,1.1,1,1,7380,4970,5640,4140,3810,4010,18700,4250,8780,6850,7680,4380,478,1510,936,187,12800,4810,6570
3/20/2018,25000,8260,18400,28719.9,9379.34,88,75,2120,1950,1.1,1,1,6400,5370,5800,3830,3400,3670,5900,532,10000,6800,8050,1890,607,1060,721,88,7110,4780,5790
3/21/2018,32800,13000,26800,30814,10765.7,82,66,2270,2120,1.2,1.1,1.1,6430,4060,5460,3530,2870,3160,3140,979,14600,6590,10800,3250,918,2210,553,150,8650,5240,6700
3/22/2018,30400,12600,20100,31036,11186.4,97,68,2320,1930,1.2,1,1.1,13700,4070,7210,3030,2840,2960,5920,938,20600,8000,14400,8630,1080,3690,824,130,38200,5580,13500
3/23/2018,31800,13100,21700,31621,11880.94,1220,69,2320,1900,1.2,1,1.1,17700,4490,11800,3140,2860,2990,15100,1330,16900,8150,10800,10500,1720,5360,546,96,26900,5030,11900
3/24/2018,24900,18400,22100,29427,13119.9,154,74,2280,2080,1.2,1.1,1.1,25600,5880,12500,3180,2940,3070,9610,1530,10000,6810,8800,13000,2680,6900,621,87,17000,5620,9610
3/25/2018,24500,18600,22800,29937,13669.3,280,78,2210,1870,1.1,0.9,1,16100,5560,9660,3220,3110,3180,12800,1300,9270,6840,8160,12700,3470,7520,499,78,27500,4860,11800
3/26/2018,23600,17300,20700,30352,23096.4,9230,81,6290,1310,3.4,0.7,1.2,29800,5160,17400,3660,3190,3250,11000,3390,11200,6710,8380,13300,3820,8830,9550,122,29100,5570,17700
3/27/2018,22100,15400,19800,34900,30200,10200,259,7680,3270,4.2,1.7,3.3,28300,25100,26900,7300,3660,5900,10300,7610,12600,7260,9070,11800,8030,9780,13400,266,29300,8710,18300
3/28/2018,18600,16900,17700,34200,28500,9220,203,6720,5330,3.7,2.9,3.3,27300,24100,25800,7610,7000,7290,9180,5950,9960,7890,8990,12100,6970,9310,18200,178,28700,11000,17800
3/29/2018,19400,16800,17400,31200,21000,9060,97,6450,3320,3.5,1.7,2.7,26900,23900,25600,7660,7420,7540,8540,5710,10300,9350,10000,11100,6780,8770,10800,829,24200,11000,15900
3/30/2018,25800,15000,17800,31152,19078.4,192,99,3420,678,1.8,0.3,0.7,25500,20700,24000,7500,7350,7430,7970,5970,10400,8750,9750,8310,2120,4540,2670,267,42500,9580,15700
3/31/2018,26000,14300,17800,31210,19324.2,3940,96,1980,679,1,0.3,0.7,26800,16200,24400,7430,7210,7340,7670,2870,11200,9160,10300,4130,899,2570,12700,1250,32500,8920,15700
4/1/2018,24400,13600,17900,31108,22371.5,136,91,1320,440,0.7,0.2,0.4,25500,14200,18400,7410,7290,7350,6230,3030,10900,8940,9930,3650,1300,2220,4470,1580,23100,7550,9530
4/2/2018,24800,14500,17000,30600,25400,375,94,716,333,0.4,0.2,0.2,22700,10900,15800,7340,6950,7250,4870,1680,9270,5810,7850,7120,2170,3630,4840,575,31700,6430,10900
4/3/2018,20000,14400,17600,30200,28300,723,104,1000,455,0.5,0.2,0.3,25100,16400,20800,7010,6750,6920,3260,1800,7890,5230,6510,6550,2590,4750,2160,219,15900,5760,8700
4/4/2018,20200,11900,16100,27196,13438.5,308,112,734,370,0.4,0.2,0.2,21500,17100,18800,6800,6400,6650,2640,1150,8940,6260,7510,4410,2690,3610,1650,191,23000,5540,8570
