Date," Discharge, cubic feet per second (Mean) USGS 02296750 PEACE RIVER AT SR 70 AT ARCADIA, FL","Gage height, feet (Mean) USGS 02296750 PEACE RIVER AT SR 70 AT ARCADIA, FL","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum), TOP USGS 02297460 PEACE RIVER AT HARBOUR HEIGHTS FL","Temperature, water, degrees Celsius (Maximum), TOP USGS 02297460 PEACE RIVER AT HARBOUR HEIGHTS FL"
11/13/2016,6.3429632,0.600456,10900,23.8
11/14/2016,6.2013792,0.59436,12100,23.8
11/15/2016,6.088112,0.588264,11200,23.5
11/16/2016,6.0314784,0.585216,10800,23.1
11/17/2016,5.946528,0.582168,9450,23
11/18/2016,5.7483104,0.573024,10100,23.1
11/19/2016,5.5500928,0.56388,11900,23.5
11/20/2016,5.3518752,0.551688,9670,22.2
11/21/2016,5.1536576,0.542544,13800,21.1
11/22/2016,5.0687072,0.536448,14400,20.7
11/23/2016,4.95544,0.530352,16000,20.9
11/24/2016,4.8421728,0.527304,16900,22
11/25/2016,4.7572224,0.521208,15900,22.7
11/26/2016,4.7572224,0.521208,16100,22.4
11/27/2016,4.7289056,0.521208,14200,22.4
11/28/2016,4.672272,0.51816,14800,21.9
11/29/2016,4.6439552,0.51816,18200,22.7
11/30/2016,4.6439552,0.51816,18000,23.3
12/1/2016,4.7005888,0.521208,15600,24.3
12/2/2016,4.672272,0.51816,12000,24.2
12/3/2016,4.6156384,0.515112,10500,23.7
12/4/2016,4.4457376,0.505968,14400,24
12/5/2016,4.3041536,0.499872,17500,24.6
12/6/2016,4.3041536,0.499872,22700,25.4
12/7/2016,4.672272,0.521208,15600,25.9
12/8/2016,5.1253408,0.545592,14300,24.4
12/9/2016,5.097024,0.542544,14100,22.9
12/10/2016,5.0120736,0.539496,13000,21.4
12/11/2016,4.8988064,0.5334,14400,20.8
12/12/2016,4.6439552,0.51816,17000,21.8
12/13/2016,4.5023712,0.509016,14400,23.3
12/14/2016,4.4174208,0.505968,14900,24
12/15/2016,4.3041536,0.499872,14900,23.9
12/16/2016,4.2758368,0.496824,10900,24.1
12/17/2016,4.24752,0.496824,16100,23.6
12/18/2016,4.1625696,0.490728,17200,24.6
12/19/2016,4.0209856,0.481584,12200,25.9
12/20/2016,3.8794016,0.475488,14300,26
12/21/2016,3.8510848,0.47244,15800,24.9
12/22/2016,4.0493024,0.484632,16700,24.1
12/23/2016,4.24752,0.496824,17000,23.5
12/24/2016,4.1342528,0.490728,17700,24.2
12/25/2016,4.0493024,0.484632,18400,24.2
12/26/2016,3.9926688,0.481584,17100,24.1
12/27/2016,3.9077184,0.475488,18000,24.4
12/28/2016,3.7944512,0.469392,16700,25.1
12/29/2016,3.7661344,0.466344,18000,25.5
12/30/2016,3.7378176,0.466344,13700,25.1
12/31/2016,3.7378176,0.463296,17600,20.5
1/1/2017,3.822768,0.47244,19500,21.7
1/2/2017,3.7661344,0.466344,18800,22.8
1/3/2017,3.6528672,0.460248,19200,24.7
1/4/2017,3.6528672,0.460248,21200,24.9
1/5/2017,3.5962336,0.454152,17800,24.4
1/6/2017,3.4829664,0.448056,17400,24.4
1/7/2017,3.5962336,0.4572,17400,23.8
1/8/2017,4.0493024,0.484632,4560,18.6
1/9/2017,4.4174208,0.505968,12100,16.7
1/10/2017,4.2192032,0.493776,14300,16.9
1/11/2017,4.0209856,0.481584,17300,18
1/12/2017,3.9360352,0.478536,16400,19.4
1/13/2017,3.8794016,0.47244,16700,20.3
1/14/2017,3.7944512,0.469392,15100,21
1/15/2017,3.7378176,0.463296,16500,21.7
1/16/2017,3.7095008,0.463296,17200,21.7
1/17/2017,3.681184,0.463296,17300,22.5
1/18/2017,3.6528672,0.460248,19900,23.4
1/19/2017,3.5962336,0.4572,17900,23.3
1/20/2017,3.5112832,0.451104,19900,23.5
1/21/2017,3.4263328,0.445008,19000,23.2
1/22/2017,3.4263328,0.445008,23400,23.5
1/23/2017,3.7944512,0.463296,24900,23.2
1/24/2017,4.9837568,0.51816,16800,22
1/25/2017,5.6350432,0.551688,17300,22.5
1/26/2017,5.1536576,0.527304,20100,22.9
1/27/2017,4.7572224,0.50292,17100,22.9
1/28/2017,4.4740544,0.48768,14900,22.5
1/29/2017,4.389104,0.484632,14300,21.1
1/30/2017,4.3041536,0.478536,16000,19.8
1/31/2017,4.389104,0.481584,14400,20.3
2/1/2017,4.3607872,0.481584,15300,20.7
2/2/2017,4.24752,0.475488,15700,22.5
2/3/2017,4.105936,0.466344,14700,23
2/4/2017,3.964352,0.4572,13400,23.2
2/5/2017,3.8510848,0.451104,16000,22.5
2/6/2017,3.822768,0.448056,13400,22.8
2/7/2017,3.7944512,0.448056,,
2/8/2017,3.9077184,0.454152,,
2/9/2017,3.8510848,0.451104,,
2/10/2017,3.9360352,0.4572,12800,23.8
2/11/2017,3.9360352,0.4572,17300,22.8
2/12/2017,3.681184,0.44196,17200,23.9
2/13/2017,3.5396,0.432816,16800,23.9
2/14/2017,3.4546496,0.42672,17200,24.1
2/15/2017,3.398016,0.423672,20700,24.1
2/16/2017,3.3696992,0.420624,19800,24
2/17/2017,3.256432,0.414528,15200,23.2
2/18/2017,3.1997984,0.41148,15800,22
2/19/2017,3.1997984,0.408432,17400,24
2/20/2017,3.1431648,0.405384,16100,24.4
2/21/2017,3.1997984,0.408432,16500,23.5
2/22/2017,3.3413824,0.420624,20200,23.3
2/23/2017,3.3696992,0.420624,19700,23
2/24/2017,3.7661344,0.445008,17000,24.5
2/25/2017,4.3041536,0.478536,18700,24.8
2/26/2017,3.9926688,0.460248,16600,24.5
2/27/2017,3.5679168,0.432816,15800,24.6
2/28/2017,3.3413824,0.417576,17300,25.7
3/1/2017,3.1714816,0.408432,17900,26.7
3/2/2017,3.1431648,0.405384,17600,27.7
3/3/2017,3.0298976,0.39624,13600,26.4
3/4/2017,2.9166304,0.390144,10400,23.5
3/5/2017,2.7892048,0.381,13600,22.3
3/6/2017,2.70142272,0.374904,15300,21.5
3/7/2017,2.690096,0.374904,17500,22.3
3/8/2017,2.66744256,0.371856,18600,22.6
3/9/2017,2.65894752,0.371856,18400,24.2
3/10/2017,2.69859104,0.374904,20300,25.1
3/11/2017,2.62213568,0.368808,19300,25.7
3/12/2017,2.5343536,0.362712,21600,25.8
3/13/2017,2.65045248,0.371856,19900,25.1
3/14/2017,3.3130656,0.417576,19500,24.5
3/15/2017,4.389104,0.484632,18400,23.1
3/16/2017,4.3041536,0.478536,16800,21.1
3/17/2017,3.6528672,0.438912,16000,20.6
3/18/2017,3.2281152,0.41148,16500,22.4
3/19/2017,2.973264,0.393192,17400,22.1
3/20/2017,2.79203648,0.381,16600,22.8
3/21/2017,2.74956128,0.377952,17400,22.2
3/22/2017,2.69859104,0.374904,19400,23.9
3/23/2017,2.6759376,0.371856,20200,25.1
3/24/2017,2.65045248,0.371856,17800,24.4
3/25/2017,2.61364064,0.368808,21600,24.6
3/26/2017,2.619304,0.368808,22500,24.7
3/27/2017,2.54568032,0.362712,22200,25.8
3/28/2017,2.4918784,0.359664,24500,26.4
3/29/2017,2.45506656,0.356616,24500,26.9
3/30/2017,2.3927696,0.35052,23900,27.1
3/31/2017,2.34179936,0.347472,25100,26.4
4/1/2017,2.27667072,0.341376,25300,27.2
4/2/2017,2.2087104,0.338328,20900,27.1
4/3/2017,2.17756192,0.33528,22500,27.5
4/4/2017,2.1803936,0.33528,,
4/5/2017,2.36728448,0.35052,22000,28
4/6/2017,2.3078192,0.344424,25700,28.3
4/7/2017,2.23419552,0.338328,21100,27.4
4/8/2017,2.76655136,0.377952,,
4/9/2017,2.9166304,0.390144,,
4/10/2017,2.63063072,0.368808,,
4/11/2017,2.38993792,0.35052,,
4/12/2017,2.23136384,0.338328,,
4/13/2017,2.15774016,0.332232,,
4/14/2017,2.07845312,0.326136,,
4/15/2017,1.99916608,0.32004,,
4/16/2017,1.94819584,0.313944,,
4/17/2017,1.93120576,0.313944,,
4/18/2017,1.92837408,0.313944,,
4/19/2017,1.87457216,0.307848,,
4/20/2017,1.79528512,0.301752,,
4/21/2017,1.73015648,0.295656,,
4/22/2017,1.73865152,0.295656,,
4/23/2017,1.7414832,0.298704,,
4/24/2017,1.73581984,0.295656,,
4/25/2017,1.69051296,0.292608,,
4/26/2017,1.61688928,0.286512,,
4/27/2017,1.53760224,0.277368,,
4/28/2017,1.44132512,0.268224,,
4/29/2017,1.3308896,0.25908,,
4/30/2017,1.23461248,0.246888,,
5/1/2017,1.16948384,0.240792,,
5/2/2017,1.14399872,0.237744,,
5/3/2017,1.20912736,0.24384,,
5/4/2017,1.39601824,0.265176,,
5/5/2017,1.2884144,0.252984,,
5/6/2017,1.18647392,0.24384,,
5/7/2017,1.10152352,0.234696,,
5/8/2017,1.00807808,0.222504,,
5/9/2017,0.90047424,0.210312,,
5/10/2017,0.82401888,,,
5/11/2017,0.77304864,,,
5/12/2017,0.71641504,,,
5/13/2017,0.67677152,,,
5/14/2017,0.61447456,,,
5/15/2017,0.56067264,,,
5/16/2017,0.56067264,,,
5/17/2017,0.54934592,,,
5/18/2017,0.55500928,,,
5/19/2017,0.52952416,,,
5/20/2017,0.52669248,,,
5/21/2017,0.4813856,,,
5/22/2017,0.41342528,,,
5/23/2017,0.8636624,0.204216,,
5/24/2017,1.01374144,0.222504,,
5/25/2017,1.5715824,0.280416,,
5/26/2017,1.49512704,0.27432,,
5/27/2017,1.25160256,0.249936,,
5/28/2017,0.98542464,0.219456,,
5/29/2017,0.82401888,0.201168,,
5/30/2017,0.69659328,0.18288,,
5/31/2017,0.66827648,0.176784,,
6/1/2017,1.85758208,0.286512,,
6/2/2017,1.70750304,0.27432,,
6/3/2017,1.78112672,0.277368,,
6/4/2017,1.86041376,0.286512,,
6/5/2017,1.98783936,0.295656,,
6/6/2017,2.70708608,0.353568,,
6/7/2017,5.6916768,0.51816,30200,27.9
6/8/2017,14.4698848,0.905256,21900,28.3
6/9/2017,18.8873056,1.078992,14300,29.7
6/10/2017,15.5176064,0.94488,8960,28.6
6/11/2017,11.6382048,0.79248,5820,28.6
6/12/2017,15.57424,0.950976,4780,29.3
6/13/2017,24.0126464,1.271016,3500,30.3
6/14/2017,30.582144,1.490472,2150,28.9
6/15/2017,41.625696,1.831848,1520,29
6/16/2017,60.314784,2.343912,947,29.5
6/17/2017,80.136544,2.78892,869,29.3
6/18/2017,92.0296,2.990088,569,29.4
6/19/2017,105.338496,3.179064,511,27.5
6/20/2017,122.045408,3.371088,468,28.7
6/21/2017,127.4256,3.416808,416,29.3
6/22/2017,115.249376,3.285744,404,30.4
6/23/2017,93.162272,2.983992,400,30.9
6/24/2017,69.659328,2.56032,425,31.3
6/25/2017,50.687072,2.08788,445,31.5
6/26/2017,40.493024,1.801368,494,31.6
6/27/2017,41.342528,1.825752,512,31.1
6/28/2017,36.81184,1.69164,528,31.1
6/29/2017,42.192032,1.847088,549,31.2
6/30/2017,53.235584,2.16408,524,31.9
7/1/2017,60.314784,2.350008,430,30.9
7/2/2017,66.827648,2.502408,,
7/3/2017,68.809824,2.54508,,
7/4/2017,54.651424,2.200656,,
7/5/2017,36.81184,1.69164,,
7/6/2017,27.9486816,1.408176,,
7/7/2017,23.3047264,1.246632,,
7/8/2017,20.1332448,1.130808,,
7/9/2017,18.6607712,1.078992,,
7/10/2017,19.3120576,1.103376,,
7/11/2017,22.8516576,1.231392,,
7/12/2017,38.510848,1.734312,,
7/13/2017,56.6336,2.252472,,
7/14/2017,47.855392,2.014728,,
7/15/2017,43.89104,1.905,,
7/16/2017,36.245504,1.673352,,
7/17/2017,27.750464,1.40208,,
7/18/2017,23.5878944,1.258824,,
7/19/2017,28.883136,1.438656,,
7/20/2017,32.847488,1.563624,,
7/21/2017,35.962336,1.66116,,
7/22/2017,37.944512,1.725168,,
7/23/2017,35.962336,1.664208,,
7/24/2017,35.112832,1.639824,,
7/25/2017,32.847488,1.56972,,
7/26/2017,30.582144,1.490472,,
7/27/2017,36.81184,1.682496,,
7/28/2017,60.031616,2.340864,,
7/29/2017,60.88112,2.3622,,
7/30/2017,47.005888,1.987296,,
7/31/2017,43.89104,1.898904,,
8/1/2017,70.225664,2.557272,,
8/2/2017,106.188,3.166872,,
8/3/2017,120.3464,3.343656,,
8/4/2017,117.231552,3.32232,,
8/5/2017,103.073152,3.157728,,
8/6/2017,85.233568,2.886456,,
8/7/2017,69.942496,2.584704,,
8/8/2017,59.748448,2.337816,,
8/9/2017,54.085088,2.182368,,
8/10/2017,56.067264,2.237232,297,32.1
8/11/2017,57.766272,2.286,298,31.8
8/12/2017,56.350432,2.249424,286,31.2
8/13/2017,56.350432,2.249424,300,31.8
8/14/2017,56.916768,2.261616,300,31.5
8/15/2017,57.483104,2.273808,302,32.3
8/16/2017,55.21776,2.212848,301,32.5
8/17/2017,49.271232,2.054352,308,32.3
8/18/2017,50.687072,2.097024,319,31.5
8/19/2017,57.766272,2.286,321,31.8
8/20/2017,62.013792,2.39268,320,31.5
8/21/2017,66.261312,2.502408,301,31
8/22/2017,62.863296,2.420112,283,31.2
8/23/2017,54.368256,2.188464,291,30.9
8/24/2017,47.005888,1.987296,307,30.8
8/25/2017,50.120736,2.069592,334,29.7
8/26/2017,120.912736,3.480816,309,28.7
8/27/2017,148.380032,3.81,180,27.5
8/28/2017,163.387936,3.953256,140,27.6
8/29/2017,168.48496,3.998976,140,28.6
8/30/2017,159.706752,3.919728,154,29.5
8/31/2017,149.512704,3.82524,169,30.4
9/1/2017,141.584,3.739896,180,31.1
9/2/2017,129.974112,3.61188,187,30.3
9/3/2017,124.027584,3.541776,201,30.2
9/4/2017,120.629568,3.499104,209,30.3
9/5/2017,117.231552,3.456432,215,30.5
9/6/2017,110.152352,3.355848,224,29.8
9/7/2017,101.090976,3.212592,223,31
9/8/2017,93.162272,3.075432,231,29.6
9/9/2017,88.631584,2.993136,235,29.4
9/10/2017,106.754336,3.218688,71,27.1
9/11/2017,274.67296,4.63296,168,26.2
9/12/2017,419.08864,5.218176,120,27.1
9/13/2017,563.50432,5.620512,109,27.6
9/14/2017,614.47456,5.779008,99,28.3
9/15/2017,597.48448,5.763768,91,29.1
9/16/2017,495.544,5.565648,92,29.7
9/17/2017,413.42528,5.327904,98,30.1
9/18/2017,353.96,5.093208,103,29.9
9/19/2017,314.31648,4.888992,115,30.1
9/20/2017,283.168,4.706112,131,29.9
9/21/2017,255.134368,4.535424,153,30.1
9/22/2017,222.570048,4.367784,170,29.8
9/23/2017,194.253248,4.197096,184,29.3
9/24/2017,172.449312,4.032504,189,29.7
9/25/2017,154.32656,3.87096,195,29.7
9/26/2017,138.469152,3.706368,206,30.4
9/27/2017,123.461248,3.532632,211,30.5
9/28/2017,109.869184,3.349752,213,30.7
9/29/2017,98.542464,3.172968,218,29.6
9/30/2017,90.61376,3.029712,226,29.6
10/1/2017,85.516736,2.935224,236,30.2
10/2/2017,82.401888,2.874264,246,28.7
10/3/2017,79.570208,2.8194,248,27.9
10/4/2017,78.437536,2.791968,,
10/5/2017,78.154368,2.78892,258,26.8
10/6/2017,77.8712,2.779776,274,27.8
10/7/2017,76.172192,2.7432,284,28.8
10/8/2017,74.190016,2.69748,294,29.2
10/9/2017,72.491008,2.657856,273,29.9
10/10/2017,72.20784,2.648712,,
10/11/2017,71.924672,2.639568,,
10/12/2017,70.225664,2.599944,,
10/13/2017,67.677152,2.542032,,
10/14/2017,65.411808,2.481072,,
10/15/2017,62.863296,2.414016,,
10/16/2017,59.748448,2.340864,,
10/17/2017,56.350432,2.243328,,
10/18/2017,52.102912,2.130552,,
10/19/2017,47.855392,2.01168,,
10/20/2017,44.457376,1.92024,,
10/21/2017,42.192032,1.856232,,
10/22/2017,40.493024,1.801368,,
10/23/2017,38.510848,1.743456,,
10/24/2017,36.528672,1.685544,,
10/25/2017,34.263328,1.61544,,
10/26/2017,31.431648,1.524,,
10/27/2017,28.599968,1.43256,,
10/28/2017,26.6744256,1.365504,,
10/29/2017,27.3540288,1.38684,,
10/30/2017,28.175216,1.41732,,
10/31/2017,26.4195744,1.35636,,
11/1/2017,24.4373984,1.286256,,
11/2/2017,22.7667072,1.228344,,
11/3/2017,21.6340352,1.185672,,
11/4/2017,20.7562144,1.155192,,
11/5/2017,19.7934432,1.118616,,
11/6/2017,18.9156224,1.088136,,
11/7/2017,18.1793856,1.060704,,
11/8/2017,17.414832,1.030224,,
11/9/2017,16.6502784,1.002792,,
11/10/2017,16.0273088,0.978408,,
11/11/2017,15.4609728,0.957072,,
11/12/2017,15.007904,0.938784,,
11/13/2017,15.3193888,0.950976,,
11/14/2017,15.857408,0.972312,,
11/15/2017,15.3477056,0.954024,,
11/16/2017,14.6114688,0.926592,,
11/17/2017,14.0734496,0.905256,,
11/18/2017,13.5354304,0.88392,,
11/19/2017,13.2239456,0.871728,,
11/20/2017,12.7708768,0.85344,,
11/21/2017,12.317808,0.8382,,
11/22/2017,12.317808,0.8382,,
11/23/2017,12.884144,0.856488,,
11/24/2017,12.9690944,0.862584,,
11/25/2017,13.5071136,0.88392,,
11/26/2017,13.5354304,0.88392,,
11/27/2017,12.7991936,0.85344,,
11/28/2017,12.0629568,0.826008,,
11/29/2017,11.609888,0.810768,,
11/30/2017,11.1568192,0.79248,,
12/1/2017,10.6188,0.771144,,
12/2/2017,10.194048,0.752856,,
12/3/2017,9.7126624,0.734568,,
12/4/2017,9.344544,0.719328,,
12/5/2017,9.061376,0.707136,,
12/6/2017,8.919792,0.70104,,
12/7/2017,8.8348416,0.697992,,
12/8/2017,8.6649408,0.688848,,
12/9/2017,9.2312768,0.713232,,
12/10/2017,11.4399872,0.801624,,
12/11/2017,12.4310752,0.841248,,
12/12/2017,11.609888,0.810768,,
12/13/2017,10.8170176,0.77724,,
12/14/2017,10.0807808,0.749808,,
12/15/2017,9.5427616,0.728472,,
12/16/2017,9.2595936,0.71628,,
12/17/2017,9.0330592,0.704088,,
12/18/2017,8.7498912,0.694944,,
12/19/2017,8.6649408,0.688848,,
12/20/2017,8.4100896,0.679704,,
12/21/2017,8.1552384,0.667512,,
12/22/2017,7.9853376,0.661416,,
12/23/2017,7.5889024,0.643128,5720,25.3
12/24/2017,7.3340512,0.633984,6730,25.2
12/25/2017,7.3057344,0.630936,4640,25.1
12/26/2017,7.2491008,0.627888,7360,24.2
12/27/2017,7.0508832,0.618744,8580,24
12/28/2017,6.7677152,0.606552,8710,23.4
12/29/2017,6.796032,0.606552,9550,23
12/30/2017,6.9092992,0.612648,9460,21.6
12/31/2017,6.7110816,0.603504,10400,21.2
1/1/2018,6.512864,0.59436,11900,20.6
1/2/2018,6.37128,0.588264,,18.8
1/3/2018,6.37128,0.588264,10900,16.6
1/4/2018,6.7110816,0.603504,9760,15.2
1/5/2018,7.5322688,0.64008,9670,14.9
1/6/2018,7.4473184,0.637032,9260,15.4
1/7/2018,6.8809824,0.612648,9580,15.2
1/8/2018,6.5694976,0.597408,14300,15.9
1/9/2018,6.8243488,0.6096,13900,18.2
1/10/2018,7.8720704,0.65532,14500,19.5
1/11/2018,9.2879104,0.71628,13200,19.6
1/12/2018,9.0896928,0.710184,11800,20.1
1/13/2018,8.5516736,0.6858,11100,20.1
1/14/2018,7.9853376,0.661416,8160,18.4
1/15/2018,7.7304864,0.649224,7780,17.6
1/16/2018,7.5605856,0.643128,8290,17.8
1/17/2018,7.503952,0.64008,11800,19
1/18/2018,7.3340512,0.633984,8660,18
1/19/2018,6.937616,0.615696,9170,15.8
1/20/2018,6.8243488,0.6096,11600,16.2
1/21/2018,6.512864,0.59436,11500,18.3
1/22/2018,6.229696,0.582168,13600,19.5
1/23/2018,6.1164288,0.573024,16200,20.7
1/24/2018,6.088112,0.573024,11900,21.1
1/25/2018,6.0314784,0.569976,8050,19.6
1/26/2018,5.66336,0.551688,9520,19.8
1/27/2018,5.3518752,0.536448,12000,19.8
1/28/2018,5.2669248,0.530352,14800,20.1
1/29/2018,7.4473184,0.618744,16000,21.2
1/30/2018,11.5815712,0.771144,6830,20.1
1/31/2018,11.751472,0.771144,4440,19
2/1/2018,10.335632,0.713232,4570,19.8
2/2/2018,9.5427616,0.682752,6370,21.1
2/3/2018,8.9481088,0.65532,3580,20.3
2/4/2018,8.6649408,0.643128,9350,21.4
2/5/2018,9.4294944,0.676656,4700,22.1
2/6/2018,10.477216,0.719328,4160,23.2
2/7/2018,11.1001856,0.743712,4760,22.9
2/8/2018,10.901968,0.737616,4800,23.5
2/9/2018,10.6754336,0.728472,4930,23.8
2/10/2018,10.5055328,0.722376,9720,23.9
2/11/2018,10.3073152,0.713232,8010,24.1
2/12/2018,9.8259296,0.691896,8420,25.9
2/13/2018,9.486128,0.679704,4750,26.5
2/14/2018,9.061376,0.661416,5300,26.4
2/15/2018,8.6083072,0.643128,5440,26.4
2/16/2018,8.4100896,0.633984,9730,26.7
2/17/2018,8.4100896,0.633984,6810,27.1
2/18/2018,8.2401888,0.62484,6150,27.2
2/19/2018,7.8720704,0.6096,6370,26.5
2/20/2018,7.4473184,0.591312,7490,26.6
2/21/2018,7.0792,0.576072,7510,26.5
2/22/2018,6.6827648,0.554736,6480,26.1
2/23/2018,6.3995968,0.542544,7010,26.1
2/24/2018,5.9748448,0.524256,8030,25.8
2/25/2018,5.5500928,0.499872,12400,25.8
2/26/2018,5.3235584,0.48768,9620,26.5
2/27/2018,5.1253408,0.478536,9980,27.4
2/28/2018,4.813856,0.460248,9960,27.5
3/1/2018,4.6156384,0.451104,15600,27.2
3/2/2018,4.4457376,0.438912,13600,27.3
3/3/2018,4.2758368,0.429768,11300,26.5
3/4/2018,4.0776192,0.417576,12700,25
3/5/2018,3.9926688,0.414528,13500,23.7
3/6/2018,3.9077184,0.408432,17000,22.8
3/7/2018,3.7661344,0.399288,19700,22.8
3/8/2018,3.5679168,0.387096,14100,22
3/9/2018,3.4546496,0.381,14500,21.5
3/10/2018,3.4546496,0.381,17400,20.5
3/11/2018,3.6245504,0.390144,17300,21.3
3/12/2018,3.681184,0.393192,20100,21.8
3/13/2018,3.5679168,0.387096,13700,21
3/14/2018,3.4263328,0.377952,17200,21.3
3/15/2018,3.3696992,0.374904,16800,21.3
3/16/2018,3.3413824,0.371856,17900,21.1
3/17/2018,3.3413824,0.371856,19400,22.1
3/18/2018,3.2281152,0.36576,20400,23.5
3/19/2018,3.114848,0.356616,20900,24.4
3/20/2018,3.0865312,0.356616,21000,25.3
3/21/2018,4.0209856,0.41148,19100,24.6
3/22/2018,8.8065248,0.649224,13200,23.1
3/23/2018,6.7677152,0.560832,12200,21.8
3/24/2018,5.8615776,0.51816,12700,21.9
3/25/2018,5.4085088,0.493776,14300,22.8
3/26/2018,4.8421728,0.463296,14400,24.6
3/27/2018,4.3324704,0.435864,12200,24.6
3/28/2018,4.0209856,0.417576,15800,24.4
3/29/2018,3.7661344,0.399288,19600,24.4
3/30/2018,3.4829664,0.381,21100,25.3
3/31/2018,3.1997984,0.362712,17100,24.9
4/1/2018,3.0298976,0.353568,17100,25.7
4/2/2018,3.0298976,0.35052,19500,26.7
4/3/2018,3.681184,0.393192,20400,27.4
4/4/2018,4.4740544,0.44196,20000,28.1
4/5/2018,3.9077184,0.408432,18500,27.6
4/6/2018,3.4263328,0.377952,15200,27.2
4/7/2018,3.1997984,0.362712,18400,26.8
4/8/2018,3.0865312,0.356616,18500,27
4/9/2018,3.0015808,0.35052,17300,27.7
4/10/2018,3.0582144,0.353568,15600,27.6
4/11/2018,4.813856,0.454152,18000,28.1
4/12/2018,8.0136544,0.618744,14800,27
4/13/2018,6.0031616,0.527304,18400,27
4/14/2018,5.380192,0.499872,20500,27.2
4/15/2018,4.8988064,0.478536,23000,26.6
4/16/2018,4.3324704,0.448056,14400,26.1
4/17/2018,3.7661344,0.420624,13900,26
4/18/2018,3.398016,0.399288,15200,26
4/19/2018,3.0015808,0.377952,18300,26.8
4/20/2018,2.70142272,0.356616,17500,28.9
4/21/2018,2.48621504,0.341376,15500,28
4/22/2018,2.69575936,0.353568,15100,27.7
4/23/2018,2.74106624,0.359664,17200,27.3
4/24/2018,2.4210864,0.33528,19000,27.8
4/25/2018,2.36162112,0.329184,16600,27.5
4/26/2018,2.27667072,0.323088,18500,27.7
4/27/2018,2.13508672,0.313944,19900,27.8
4/28/2018,1.9538592,0.298704,18700,28.2
4/29/2018,1.840592,0.286512,16000,28.3
4/30/2018,1.73581984,0.277368,16000,27.8
5/1/2018,1.65086944,0.271272,16200,26.8
5/2/2018,1.62538432,0.268224,17700,26.7
5/3/2018,1.6423744,0.271272,17500,26.6
5/4/2018,1.60839424,0.268224,18300,26.9
5/5/2018,1.61122592,0.268224,19000,26
5/6/2018,1.6140576,0.268224,19300,27.4
5/7/2018,2.08977984,0.307848,20200,28.6
5/8/2018,3.2847488,0.39624,20500,28.4
5/9/2018,2.8599968,0.36576,20500,28.8
5/10/2018,2.55700704,0.344424,24100,27.4
5/11/2018,2.265344,0.323088,25100,27.7
5/12/2018,2.07562144,0.307848,25200,26.5
5/13/2018,2.19738368,0.316992,23700,25.8
5/14/2018,2.760888,0.359664,27500,25.7
5/15/2018,5.1253408,0.496824,23600,26.9
5/16/2018,12.0629568,0.810768,21200,27.5
5/17/2018,18.4625536,1.063752,13000,27.4
5/18/2018,23.7011616,1.258824,6290,28.1
5/19/2018,27.9203648,1.408176,3610,28.5
5/20/2018,30.015808,1.475232,1580,26.3
5/21/2018,41.342528,1.825752,959,27.1
5/22/2018,50.403904,2.084832,711,26.5
5/23/2018,51.819744,2.127504,636,27.7
5/24/2018,48.421728,2.033016,547,28.7
5/25/2018,40.209856,1.795272,531,27.3
5/26/2018,39.360352,1.76784,541,26.2
5/27/2018,42.4752,1.862328,592,26.1
5/28/2018,45.590048,1.947672,568,27.2
5/29/2018,43.041536,1.877568,479,27.4
5/30/2018,47.572224,1.999488,468,27.3
5/31/2018,79.853376,2.813304,431,28.1
6/1/2018,100.807808,3.209544,351,29.1
6/2/2018,108.170176,3.325368,299,28.9
6/3/2018,112.134528,3.386328,280,29.6
6/4/2018,107.60384,3.319272,264,29.9
6/5/2018,97.126624,3.145536,263,29.9
6/6/2018,83.251392,2.886456,287,30.2
6/7/2018,69.092992,2.57556,290,30.6
6/8/2018,59.748448,2.337816,315,31
6/9/2018,61.447456,2.380488,310,32.5
6/10/2018,65.694976,2.490216,312,30.9
6/11/2018,67.393984,2.532888,299,30.4
6/12/2018,66.827648,2.5146,313,30.9
6/13/2018,63.429632,2.432304,333,30.4
6/14/2018,61.164288,2.368296,334,30.1
6/15/2018,58.04944,2.292096,327,30.2
6/16/2018,58.332608,2.30124,329,30.2
6/17/2018,57.483104,2.273808,330,30.8
6/18/2018,53.518752,2.170176,342,31.7
6/19/2018,48.13856,2.02692,337,32
6/20/2018,43.607872,1.88976,334,31.9
6/21/2018,37.661344,1.716024,338,32
6/22/2018,32.847488,1.56972,337,32
6/23/2018,33.413824,1.588008,357,31.9
6/24/2018,32.281152,1.548384,374,32.1
6/25/2018,36.245504,1.6764,380,31.4
6/26/2018,50.120736,2.075688,376,31.5
6/27/2018,62.863296,2.414016,366,31.4
6/28/2018,78.437536,2.791968,333,30
6/29/2018,90.896928,3.03276,282,28.9
6/30/2018,93.162272,3.075432,240,28.9
7/1/2018,92.312768,3.060192,234,29.5
7/2/2018,92.0296,3.057144,231,30.3
7/3/2018,94.578112,3.102864,232,30.1
7/4/2018,94.86128,3.10896,226,29.9
7/5/2018,97.409792,3.151632,226,30
7/6/2018,102.223648,3.233928,232,29.9
7/7/2018,105.621664,3.285744,231,30.5
7/8/2018,108.170176,3.325368,225,31.5
7/9/2018,108.736512,3.334512,214,31.4
7/10/2018,105.055328,3.2766,210,30.1
7/11/2018,97.976128,3.160776,222,30.8
7/12/2018,88.914752,2.999232,229,30.9
