Date,"Gage height, feet (Mean) USGS 02296750 PEACE RIVER AT SR 70 AT ARCADIA, FL","Discharge, cubic feet per second (Mean) USGS 02298202 SHELL CREEK NEAR PUNTA GORDA FL","Gage height, feet (Mean) USGS 02298202 SHELL CREEK NEAR PUNTA GORDA FL","Discharge, cubic feet per second (Mean) USGS 02297310 HORSE CREEK AT SR 72 NEAR ARCADIA, FL","Gage height, feet (Mean) USGS 02297310 HORSE CREEK AT SR 72 NEAR ARCADIA, FL","Discharge, cubic feet per second (Mean) USGS 02298123 PRAIRIE CREEK NEAR FORT OGDEN FL","Gage height, feet (Mean) USGS 02298123 PRAIRIE CREEK NEAR FORT OGDEN FL","Discharge, cubic feet per second (Mean) USGS 02297100 JOSHUA CREEK AT NOCATEE FL","Gage height, feet (Mean) USGS 02297100 JOSHUA CREEK AT NOCATEE FL","Discharge, cubic feet per second (Mean) USGS 02296500 CHARLIE CREEK NEAR GARDNER FL","Gage height, feet (Mean) USGS 02296500 CHARLIE CREEK NEAR GARDNER FL","Discharge, cubic feet per second (Mean) USGS 02295637 PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL","Gage height, feet (Mean) USGS 02295637 PEACE RIVER AT US 17 AT ZOLFO SPRINGS, FL","Discharge, cubic feet per second (Mean) USGS 02295420 PAYNE CREEK NEAR BOWLING GREEN FL","Gage height, feet (Mean) USGS 02295420 PAYNE CREEK NEAR BOWLING GREEN FL","Discharge, cubic feet per second (Mean) USGS 02295013 BOWLEGS CREEK NEAR FORT MEADE FL","Gage height, feet (Mean) USGS 02295013 BOWLEGS CREEK NEAR FORT MEADE FL","Discharge, cubic feet per second (Mean) USGS 02294898 PEACE RIVER AT FORT MEADE FL","Gage height, feet (Mean) USGS 02294898 PEACE RIVER AT FORT MEADE FL","Gage height, feet (Mean) USGS 02294781 PEACE RIVER NEAR HOMELAND FL","Discharge, cubic feet per second (Mean) USGS 02294650 PEACE RIVER AT SR 60 AT BARTOW, FL","Gage height, feet (Mean) USGS 02294650 PEACE RIVER AT SR 60 AT BARTOW, FL","Gage height, feet (Mean) USGS 02293987 PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL","Discharge, cubic feet per second (Mean) USGS 02293987 PEACE CREEK DRAINAGE CANAL NEAR WAHNETA FL"
1/1/2004,0.862584,4.0776192,1.572768,1.76413664,1.045464,20.90928,0.112134528,12.22248,1.609344,3.4829664,1.261872,5.6067264,1.655064,1.89439392,1.100328,0.225684896,0.862584,1.78679008,21.726144,25.182576,1.34787968,1.258824,11.954256,0.55784096
1/2/2004,0.847344,3.822768,1.56972,1.60273088,1.011936,20.36064,0.111001856,11.70432,1.597152,3.2847488,1.228344,5.4934592,1.642872,1.85758208,1.09728,0.219172032,0.859536,1.73865152,21.717,25.170384,1.28558272,1.240536,11.957304,0.57199936
1/3/2004,0.835152,3.6528672,1.566672,1.486632,0.984504,19.78152,0.110152352,11.91768,1.603248,3.114848,1.20396,5.4085088,1.636776,1.83492864,1.094232,0.21379184,0.856488,1.67635456,21.704808,25.152096,1.2459392,1.228344,11.957304,0.57199936
1/4/2004,0.826008,3.5112832,1.566672,1.38469152,0.96012,19.3548,0.109302848,11.21664,1.58496,2.9449472,1.176528,5.238608,1.621536,1.83776032,1.094232,0.208694816,0.850392,1.6140576,21.692616,25.146,1.2459392,1.228344,11.954256,0.55784096
1/5/2004,0.810768,3.3413824,1.563624,1.29124608,0.935736,18.80616,0.108453344,10.72896,1.572768,2.77787808,1.152144,5.0687072,1.606296,1.8547504,1.09728,0.203031456,0.847344,1.61972096,21.692616,25.164288,1.41584,1.28016,11.951208,0.54651424
1/6/2004,0.795528,3.2281152,1.560576,1.22611744,0.920496,19.05,0.10901968,10.39368,1.560576,2.63629408,1.12776,5.0687072,1.606296,1.840592,1.094232,0.196235424,0.844296,1.7556416,21.720048,25.194768,1.35354304,1.258824,11.954256,0.54934592
1/7/2004,0.783336,3.0582144,1.560576,1.11568192,0.890016,17.86128,0.107037504,10.08888,1.55448,2.48338336,1.100328,5.0687072,1.606296,1.82077024,1.094232,0.190855232,0.8382,1.75280992,21.717,25.17648,1.28275104,1.240536,11.942064,0.50687072
1/8/2004,0.77724,2.8599968,1.557528,1.0335632,0.865632,17.34312,0.106188,9.87552,1.548384,2.34463104,1.075944,4.8421728,1.58496,1.73298816,1.085088,0.190005728,0.8382,1.67352288,21.704808,25.16124,1.20629568,1.216152,11.935968,0.48704896
1/9/2004,0.765048,2.74389792,1.55448,0.98825632,0.85344,17.43456,0.106188,9.84504,1.545336,2.23136384,1.057656,4.7005888,1.572768,1.69051296,1.08204,0.186041376,0.835152,1.61688928,21.692616,25.149048,1.1751472,1.207008,11.935968,0.48421728
1/10/2004,0.752856,2.67027424,1.55448,0.95993952,0.844296,16.88592,0.105338496,9.72312,1.542288,2.14358176,1.039368,4.7289056,1.572768,1.71599808,1.085088,0.195952256,0.844296,1.64803776,21.698712,25.149048,1.20912736,1.216152,11.954256,0.54934592
1/11/2004,0.743712,2.5201952,1.551432,0.9061376,0.829056,16.58112,0.105055328,9.41832,1.533144,2.06146304,1.024128,4.7005888,1.572768,1.6706912,1.078992,0.190005728,0.8382,1.59140416,21.68652,25.13076,1.21479072,1.2192,11.94816,0.53518752
1/12/2004,0.740664,2.52869024,1.551432,0.8636624,0.816864,16.48968,0.10477216,9.17448,1.527048,1.99350272,1.011936,4.5590048,1.557528,1.61972096,1.075944,0.182360192,0.835152,1.47813696,21.665184,25.118568,1.21195904,1.216152,11.942064,0.5097024
1/13/2004,0.73152,2.46639328,1.551432,0.83251392,0.80772,16.48968,0.10477216,8.77824,1.514856,1.9255424,0.996696,4.4740544,1.551432,1.628216,1.075944,0.178112672,0.829056,1.47530528,21.665184,25.121616,1.19780064,1.213104,11.935968,0.48988064
1/14/2004,0.725424,2.4210864,1.551432,0.81552384,0.801624,16.88592,0.105621664,8.62584,1.511808,1.86607712,0.984504,4.4174208,1.545336,1.60273088,1.072896,0.17414832,0.829056,1.47530528,21.665184,25.121616,1.18081056,1.207008,11.93292,0.47289056
1/15/2004,0.719328,2.44657152,1.551432,0.81269216,0.798576,16.73352,0.105338496,8.41248,1.505712,1.8264336,0.97536,4.389104,1.53924,1.5857408,1.072896,0.170467136,0.826008,1.45548352,21.662136,25.109424,1.14966208,1.197864,11.926824,0.45023712
1/16/2004,0.713232,2.4635616,1.551432,0.79003872,0.79248,16.79448,0.105621664,8.47344,1.505712,1.7698,0.966216,4.3607872,1.536192,1.56591904,1.069848,0.166502784,0.82296,1.41300832,21.652992,25.10028,1.12134528,1.18872,11.923776,0.44174208
1/17/2004,0.707136,2.39843296,1.551432,0.76738528,0.786384,17.03832,0.105904832,8.74776,1.514856,1.75280992,0.96012,4.2192032,1.524,1.52344384,1.0668,0.162255264,0.819912,1.41867168,21.652992,25.088088,1.1043552,1.182624,11.923776,0.43324704
1/18/2004,0.755904,3.0865312,1.560576,1.41300832,0.94488,20.66544,0.112134528,17.00784,1.679448,1.86324544,0.984504,5.0403904,1.594104,1.88873056,1.103376,0.251453184,0.874776,1.68201792,21.70176,25.133808,1.37619648,1.26492,11.94816,0.53235584
1/19/2004,0.841248,4.9837568,1.581912,2.38993792,1.170432,30.7848,0.128275104,33.2232,1.962912,2.67027424,1.133856,7.1358336,1.770888,2.35595776,1.155192,0.30582144,0.911352,2.34179936,21.820632,25.23744,1.5149488,1.304544,12.003024,0.77021696
1/20/2004,0.908304,5.6916768,1.591056,1.91704736,1.078992,31.6992,0.129407776,26.30424,1.850136,2.79769984,1.155192,7.220784,1.773936,2.18888864,1.133856,0.276371968,0.893064,2.41542304,21.832824,25.258776,1.63387936,1.338072,12.033504,0.90896928
1/21/2004,0.896112,5.6350432,1.591056,1.62538432,1.014984,30.7848,0.128275104,21.0312,1.755648,2.9166304,1.17348,6.5411808,1.712976,1.95952256,1.109472,0.251736352,0.877824,2.36728448,21.82368,25.261824,1.70183968,1.35636,12.033504,0.91463264
1/22/2004,0.865632,5.2669248,1.58496,1.53193888,0.993648,29.93136,0.127142432,19.2024,1.719072,3.0015808,1.18872,6.1730624,1.6764,1.8830672,1.100328,0.2336136,0.86868,2.28233408,21.811488,25.261824,1.699008,1.35636,12.021312,0.85516736
1/23/2004,0.844296,4.9271232,1.581912,1.44982016,0.97536,28.37688,0.124877088,17.46504,1.682496,3.0015808,1.185672,5.946528,1.652016,1.80661184,1.091184,0.218605696,0.859536,2.19738368,21.796248,25.246584,1.6423744,1.34112,12.00912,0.79853376
1/24/2004,0.826008,4.4457376,1.575816,1.36203808,0.954024,27.40152,0.123461248,15.88008,1.648968,2.8883136,1.170432,5.7483104,1.627632,1.84625536,1.09728,0.20812848,0.850392,2.0671264,21.774912,25.225248,1.57724576,1.322832,11.996928,0.73906848
1/25/2004,0.80772,4.0776192,1.572768,1.30823616,0.938784,26.3652,0.122045408,15.14856,1.633728,2.76938304,1.149096,5.9748448,1.642872,2.20587872,1.136904,0.199067104,0.844296,1.9538592,21.753576,25.20696,1.5149488,1.307592,11.984736,0.68526656
1/26/2004,0.804672,3.5962336,1.56972,1.25443424,0.926592,26.30424,0.122045408,14.08176,1.606296,2.62213568,1.124712,6.1447456,1.652016,2.36162112,1.155192,0.190855232,0.8382,1.86324544,21.738336,25.19172,1.45548352,1.289304,11.975592,0.64279136
1/27/2004,0.801624,3.3130656,1.566672,1.20629568,0.9144,25.35936,0.120629568,13.38072,1.591056,2.47205664,1.100328,6.3995968,1.667256,2.29932416,1.146048,0.203597792,0.847344,2.27383904,21.805392,25.274016,3.4829664,1.597152,12.048744,1.0052464
1/28/2004,0.801624,3.0582144,1.563624,1.14399872,0.896112,25.32888,0.120629568,12.86256,1.578864,2.31914592,1.072896,7.3906848,1.740408,2.46922496,1.170432,0.207562144,0.850392,3.4263328,21.97608,25.472136,7.6172192,1.932432,12.1158,1.36770144
1/29/2004,0.826008,2.9166304,1.560576,1.07320672,0.877824,25.48128,0.120912736,12.6492,1.572768,2.1803936,1.045464,8.8348416,1.84404,3.1431648,1.271016,0.20812848,0.850392,4.7572224,22.137624,25.661112,8.5516736,1.969008,12.103608,1.3025728
1/30/2004,0.874776,2.9166304,1.560576,1.04205824,0.86868,25.17648,0.1203464,12.58824,1.56972,2.09827488,1.030224,10.6754336,1.96596,3.3413824,1.301496,0.213225504,0.85344,6.2580128,22.299168,25.804368,8.778208,1.978152,12.08532,1.18647392
1/31/2004,0.94488,3.1997984,1.563624,1.1468304,0.896112,26.30424,0.122328576,13.2588,1.588008,2.12376,1.03632,12.2045408,2.0574,3.1997984,1.277112,0.249471008,0.877824,7.7304864,22.439376,25.89276,8.919792,1.984248,12.082272,1.1751472
2/1/2004,1.039368,3.4546496,1.566672,1.98500768,1.091184,29.23032,0.126859264,15.60576,1.642872,2.64478912,1.12776,15.7724576,2.261616,3.9926688,1.395984,0.39077184,0.954024,9.486128,22.591776,25.972008,9.3162272,1.999488,12.182856,1.8122752
2/2/2004,1.176528,3.7378176,1.56972,2.21154208,1.136904,31.3944,0.129974112,15.75816,1.64592,3.4263328,1.24968,17.7829504,2.365248,4.0776192,1.408176,0.37661344,0.947928,10.7037504,22.67712,26.008584,9.2879104,1.99644,12.219432,2.06429472
2/3/2004,1.240536,3.822768,1.56972,2.14358176,1.124712,32.004,0.130823616,14.87424,1.624584,4.0776192,1.338072,17.698,2.356104,3.7378176,1.359408,0.35962336,0.938784,11.2700864,22.710648,26.008584,8.919792,1.984248,12.213336,2.01332448
2/4/2004,1.246632,3.7095008,1.566672,2.06146304,1.109472,31.0896,0.129690944,14.1732,1.609344,4.2758368,1.365504,17.1882976,2.328672,3.5396,1.328928,0.3398016,0.92964,11.2417696,22.704552,26.002488,4.8421728,1.789176,12.182856,1.81793856
2/5/2004,1.231392,3.4546496,1.563624,1.99916608,1.09728,29.44368,0.127142432,13.47216,1.594104,4.1625696,1.350264,16.8201792,2.310384,3.5962336,1.338072,0.32281152,0.920496,10.477216,22.652736,25.904952,3.5962336,1.697736,12.155424,1.62538432
2/6/2004,1.210056,3.114848,1.560576,1.94536416,1.085088,28.46832,0.125726592,12.86256,1.578864,3.8794016,1.313688,16.0273088,2.267712,3.5112832,1.322832,0.30015808,0.908304,7.6172192,22.405848,25.706832,3.2847488,1.66116,12.127992,1.44982016
2/7/2004,1.164336,3.0015808,1.557528,1.88873056,1.072896,27.1272,0.123744416,12.22248,1.560576,3.5679168,1.267968,13.1106784,2.097024,3.3413824,1.298448,0.283168,0.89916,5.4934592,22.18944,25.591008,3.0865312,1.636776,12.106656,1.31106784
2/8/2004,1.057656,2.75805632,1.55448,1.77546336,1.048512,26.0604,0.122045408,11.46048,1.542288,3.2281152,1.222248,10.8736512,1.959864,3.0582144,1.258824,0.263912576,0.886968,4.672272,22.091904,25.520904,2.8883136,1.606296,12.08532,1.19780064
2/9/2004,0.981456,2.56550208,1.55448,1.66219616,1.024128,24.8412,0.120063232,10.8204,1.524,2.9449472,1.179576,9.769296,1.883664,3.0015808,1.24968,0.250886848,0.877824,4.105936,22.0218,25.459944,2.70991776,1.581912,12.07008,1.11568192
2/10/2004,0.935736,2.4494032,1.551432,1.54043392,0.996696,24.29256,0.119213728,10.54608,1.517904,2.7750464,1.152144,9.2879104,1.850136,3.0865312,1.258824,0.238993792,0.871728,3.7095008,21.973032,25.417272,2.55983872,1.55448,12.05484,1.02223648
2/11/2004,0.911352,2.43241312,1.551432,1.41867168,0.966216,23.4696,0.118081056,10.30224,1.511808,2.61364064,1.124712,8.8348416,1.819656,2.8599968,1.225296,0.227667072,0.865632,3.4829664,21.942552,25.392888,2.38427456,1.517904,12.042648,0.95993952
2/12/2004,0.88392,2.35312608,1.55146248,1.3025728,0.938784,22.5552,0.116382048,10.2108,1.50876,2.43241312,1.094232,8.2685056,1.776984,2.5201952,1.176528,0.220304704,0.859536,3.256432,21.91512,25.35936,2.25684896,1.49352,12.036552,0.92879104
2/13/2004,0.859536,2.2511856,1.55002992,1.21479072,0.917448,22.098,0.115815712,10.08888,1.505712,2.31065088,1.069848,8.2685056,1.776984,2.36728448,1.155192,0.212659168,0.85344,3.0015808,21.881592,25.325832,2.1520768,1.469136,12.018264,0.84667232
2/14/2004,0.850392,2.18888864,1.548384,1.1751472,0.905256,21.6408,0.114966208,9.7536,1.496568,2.19738368,1.05156,8.0136544,1.758696,2.38710624,1.15824,0.215774016,0.856488,2.8883136,21.866352,25.301448,2.07845312,1.453896,12.021312,0.85233568
2/15/2004,0.923544,3.0582144,1.560576,3.1431648,1.292352,24.26208,0.119213728,14.26464,1.612392,2.9449472,1.176528,10.3922656,1.923288,3.5679168,1.331976,0.35396,0.935736,3.5396,21.957792,25.331928,2.12942336,1.466088,12.051792,1.01657312
2/16/2004,1.057656,3.0298976,1.560576,3.3696992,1.34112,24.8412,0.120063232,14.59992,1.618488,3.5396,1.26492,11.609888,2.005584,3.5679168,1.331976,0.31714816,0.917448,3.1997984,21.91512,25.310592,2.10676992,1.459992,12.060936,1.05055328
2/17/2004,1.054608,2.8883136,1.557528,2.9166304,1.26492,24.44496,0.119496896,13.31976,1.588008,3.5396,1.267968,10.3073152,1.92024,3.114848,1.267968,0.30298976,0.908304,2.9166304,21.872448,25.286208,2.0954432,1.456944,12.051792,1.00807808
2/18/2004,0.999744,2.7184128,1.55448,2.55700704,1.20396,23.59152,0.118081056,12.77112,1.575816,3.5396,1.267968,9.5144448,1.865376,3.0298976,1.252728,0.29166304,0.902208,2.74956128,21.848064,25.270968,2.04164128,1.444752,12.0396,0.9486128
2/19/2004,0.96012,2.61080896,1.55448,2.32480928,1.15824,23.19528,0.11751472,12.31392,1.563624,3.4546496,1.255776,8.9764256,1.8288,2.8599968,1.228344,0.275805632,0.893064,2.62496736,21.832824,25.261824,1.99350272,1.43256,12.030456,0.90047424
2/20/2004,0.92964,2.58249216,1.55448,2.20021536,1.136904,21.76272,0.115249376,11.67384,1.548384,3.256432,1.225296,8.5516736,1.79832,2.71274944,1.20396,0.261364064,0.88392,2.56550208,21.82368,25.258776,1.93686912,1.41732,12.021312,0.85799904
2/21/2004,0.902208,2.29082912,1.548384,2.11243328,1.118616,21.21408,0.114399872,11.06424,1.533144,3.0015808,1.18872,8.3251392,1.78308,2.619304,1.18872,0.24918784,0.877824,2.4918784,21.811488,25.25268,1.87740384,1.40208,12.018264,0.83817728
2/22/2004,0.88392,2.18605696,1.548384,1.98783936,1.094232,21.12264,0.114116704,10.42416,1.514856,2.8033632,1.155192,8.2685056,1.776984,2.48055168,1.170432,0.233896768,0.86868,2.41259136,21.802344,25.246584,1.82360192,1.389888,12.00912,0.79570208
2/23/2004,0.865632,2.21154208,1.548384,1.8264336,1.060704,20.51304,0.112984032,10.14984,1.505712,2.61080896,1.124712,7.78712,1.740408,2.44090816,1.164336,0.220304704,0.859536,2.3502944,21.7932,25.23744,1.76413664,1.374648,12.003024,0.77021696
2/24/2004,0.841248,2.05863136,1.545336,1.66219616,1.024128,19.84248,0.11185136,9.84504,1.496568,2.43807648,1.094232,7.7304864,1.73736,2.47488832,1.170432,0.211243328,0.85344,2.28233408,21.784056,25.231344,1.81510688,1.38684,12.003024,0.778712
2/25/2004,1.075944,6.2580128,1.591056,6.7110816,1.679448,32.6136,0.13025728,46.9392,2.069592,4.8988064,1.40208,11.468304,1.978152,5.2102912,1.55448,0.9769296,1.155192,5.1536576,22.155912,25.490424,4.3607872,1.712976,12.195048,2.06429472
2/26/2004,1.670304,16.9334464,1.679448,13.7619648,2.410968,70.4088,0.175847328,101.4984,2.734056,10.6471168,1.975104,25.0037344,2.7432,8.0136544,1.929384,1.05621664,1.20396,7.645536,22.436328,25.703784,8.3817728,1.962912,12.335256,3.256432
2/27/2004,1.88976,21.5490848,1.70688,13.0540448,2.356104,74.0664,0.180094848,94.1832,2.667,11.4116704,2.04216,25.2585856,2.75844,7.6738528,1.886712,0.8919792,1.149096,8.4667232,22.518624,25.87752,9.3728608,1.999488,12.338304,3.3696992
2/28/2004,1.831848,21.4075008,1.70688,11.2134528,2.203704,71.3232,0.17698,77.724,2.502408,11.1001856,2.023872,22.8516576,2.633472,7.0792,1.810512,0.82401888,1.12776,10.1090976,22.655784,25.993344,9.627712,2.008632,12.320016,3.1997984
2/29/2004,1.719072,18.6041376,1.69164,10.3073152,2.127504,67.056,0.172449312,64.3128,2.3622,10.4488992,1.975104,22.936608,2.639568,6.654448,1.755648,0.71641504,1.088136,11.5249376,22.759416,26.042112,9.7409792,2.014728,12.28344,2.8883136
3/1/2004,1.648968,15.6308736,1.670304,11.1568192,2.200656,61.5696,0.166785952,52.1208,2.218944,9.3728608,1.892808,23.078192,2.645664,6.2013792,1.697736,0.62013792,1.054608,12.176224,22.808184,26.054304,8.2401888,1.956816,12.246864,2.5768288
3/2/2004,1.6002,12.7142432,1.652016,11.6948384,2.246376,56.6928,0.16140576,41.7576,2.08788,8.2685056,1.807464,22.8233408,2.633472,5.8332608,1.652016,0.5521776,1.027176,12.176224,22.811232,26.026872,6.2013792,1.868424,12.213336,2.31631424
3/3/2004,1.548384,10.9302848,1.639824,10.8170176,2.170176,51.2064,0.155176064,34.4424,1.984248,7.0508832,1.703832,22.0304704,2.5908,5.3518752,1.591056,0.495544,1.002792,11.0718688,22.728936,25.93848,4.0209856,1.740408,12.182856,2.09261152
3/4/2004,1.484376,9.2595936,1.627632,9.1180096,2.017776,42.9768,0.14583152,30.44952,1.92024,5.9182112,1.597152,20.4730464,2.505456,4.8421728,1.517904,0.45023712,0.984504,8.3817728,22.515576,25.77084,3.5396,1.700784,12.158472,1.91987904
3/5/2004,1.392936,7.5605856,1.612392,7.4473184,1.850136,38.1,0.139601824,26.18232,1.850136,5.0120736,1.502664,17.3015648,2.334768,4.3324704,1.450848,0.41342528,0.966216,5.9182112,22.271736,25.639776,3.1431648,1.655064,12.140184,1.78679008
3/6/2004,1.267968,6.5978144,1.603248,6.0314784,1.694688,34.4424,0.134787968,21.97608,1.773936,4.3041536,1.426464,13.9318656,2.145792,3.681184,1.359408,0.37944512,0.947928,4.9271232,22.15896,25.569672,2.82035328,1.612392,12.118848,1.63954272
3/7/2004,1.15824,5.8332608,1.594104,4.95544,1.563624,31.6992,0.130823616,19.3548,1.72212,3.7378176,1.362456,12.2611744,2.048256,3.1431648,1.277112,0.35112832,0.935736,4.3041536,22.085808,25.508712,2.5909872,1.575816,12.103608,1.53760224
3/8/2004,1.075944,5.238608,1.591056,4.0776192,1.444752,29.53512,0.127991936,17.64792,1.688592,3.2847488,1.301496,10.8736512,1.956816,2.8599968,1.240536,0.32847488,0.923544,3.8794016,22.030944,25.46604,2.44373984,1.548384,12.088368,1.44132512
3/9/2004,1.011936,4.7005888,1.58496,3.3696992,1.338072,26.12136,0.122894912,15.72768,1.64592,2.8599968,1.243584,9.9958304,1.901952,2.65894752,1.207008,0.30582144,0.911352,3.5396,21.988272,25.429464,2.3078192,1.524,12.07008,1.33938464
3/10/2004,0.963168,4.1625696,1.578864,2.8599968,1.255776,24.14016,0.120063232,14.38656,1.61544,2.5060368,1.191768,9.3728608,1.856232,2.5060368,1.185672,0.282884832,0.89916,3.256432,21.951696,25.395936,2.2370272,1.5233904,12.05484,1.2459392
3/11/2004,0.92964,3.7944512,1.575816,2.44373984,1.182624,22.64664,0.11751472,13.31976,1.591056,2.20021536,1.143,8.8631584,1.819656,2.36162112,1.167384,0.261080896,0.88392,2.973264,21.912072,25.353264,1.982176,1.44853152,12.042648,1.17231552
3/12/2004,0.902208,3.4829664,1.572768,2.1379184,1.124712,21.67128,0.11609888,12.86256,1.578864,1.95952256,1.103376,8.353456,1.78308,2.2228688,1.152144,0.241825472,0.871728,2.6759376,21.866352,25.310592,1.699008,1.376934,12.030456,1.10718688
3/13/2004,0.865632,3.398016,1.56972,1.87740384,1.069848,20.14728,0.113550368,12.10056,1.557528,1.74714656,1.0668,7.7021696,1.734312,2.11526496,1.139952,0.225684896,0.862584,2.39843296,21.826728,25.26792,1.5857408,1.3370052,12.018264,1.04205824
3/14/2004,0.829056,2.80902656,1.563624,1.66502784,1.024128,19.2024,0.11185136,11.36904,1.53924,1.58007744,1.039368,7.4190016,1.712976,2.21437376,1.152144,0.212659168,0.85344,2.17189856,21.790152,25.231344,1.41584,1.29869184,12.006072,0.97976128
3/15/2004,0.819912,2.548512,1.560576,1.48946368,0.984504,18.7452,0.111001856,10.57656,1.517904,1.42716672,1.008888,7.5605856,1.72212,2.32764096,1.167384,0.203031456,0.847344,1.99067104,21.759672,25.203912,1.3025728,1.26412752,11.996928,0.93162272
3/16/2004,0.835152,2.9449472,1.566672,1.44982016,0.97536,18.07464,0.110152352,11.52144,1.542288,1.32522624,0.9906,8.8065248,1.804416,3.822768,1.380744,0.81835552,1.069848,3.8794016,22.015704,25.264872,1.9255424,1.444752,12.042648,1.19213728
3/17/2004,0.978408,2.8599968,1.566672,1.54609728,0.996696,18.56232,0.111001856,13.13688,1.58496,1.35637472,1.00584,24.9471008,2.740152,6.2013792,1.712976,1.01090976,1.185672,5.4085088,22.229064,25.380696,2.973264,1.6002,12.152376,1.8689088
3/18/2004,1.34112,2.81468992,1.566672,1.42150336,0.969264,18.4404,0.110718688,12.22248,1.560576,1.44982016,1.03632,20.7278976,2.517648,5.1819744,1.578864,0.68243488,1.078992,4.530688,22.125432,25.484328,6.4279136,1.914144,12.152376,1.86324544
3/19/2004,1.258824,2.65611584,1.563624,1.48946368,0.984504,17.28216,0.108736512,11.64336,1.545336,1.37902816,1.027176,15.2627552,2.22504,4.4174208,1.472184,0.58615776,1.042416,5.7766272,22.268688,25.700736,7.0508832,1.944624,12.140184,1.77829504
3/20/2004,1.106424,2.16906688,1.557528,1.84908704,1.063752,16.21536,0.106754336,10.78992,1.524,1.2884144,1.011936,14.8380032,2.200656,3.9926688,1.414272,0.50687072,1.011936,7.3340512,22.43328,25.843992,7.0508832,1.944624,12.149328,1.8547504
3/21/2004,1.078992,1.74997824,1.55448,2.14358176,1.124712,15.30096,0.105338496,9.96696,1.502664,1.22894912,1.002792,15.0362208,2.212848,3.681184,1.368552,0.45023712,0.9906,8.3817728,22.533864,25.901904,6.937616,1.938528,12.170664,1.99916608
3/22/2004,1.078992,1.78679008,1.55448,2.27100736,1.149096,15.05712,0.10477216,9.47928,1.487424,1.16948384,0.993648,15.3477056,2.228088,3.4263328,1.328928,0.3964352,0.966216,8.8348416,22.576536,25.92324,5.8332608,1.880616,12.182856,2.09827488
3/23/2004,1.069848,1.67635456,1.551432,2.17473024,1.130808,13.59408,0.10194048,8.9916,1.472184,1.07320672,0.97536,15.291072,2.22504,3.1997984,1.298448,0.35112832,0.94488,8.7498912,22.567392,25.889712,2.9449472,1.652016,12.188952,2.13225504
3/24/2004,1.054608,1.628216,1.53924,1.9538592,1.088136,13.07592,0.100807808,8.86968,1.469136,0.9627712,0.947928,14.6114688,2.188464,3.0298976,1.274064,0.3114848,0.926592,6.8526656,22.381464,25.661112,2.548512,1.588008,12.188952,2.14641344
3/25/2004,1.02108,1.53193888,1.536192,1.69051296,1.030224,12.6492,0.099958304,8.32104,1.453896,0.87498912,0.920496,11.9780064,2.029968,2.8883136,1.24968,0.28599968,0.911352,3.9926688,22.058376,25.459944,2.4352448,1.566672,12.185904,2.12092832
3/26/2004,0.932688,1.52344384,1.536192,1.46114688,0.978408,12.3444,0.099391968,8.0772,1.444752,0.79570208,0.893064,9.0047424,1.837944,2.57399712,1.200912,0.259381888,0.896112,3.256432,21.957792,25.392888,2.38144288,1.55448,12.164568,1.9538592
3/27/2004,0.844296,1.32239456,1.533144,1.27142432,0.92964,11.94816,0.098259296,8.10768,1.444752,0.72491008,0.871728,7.7304864,1.749552,2.37011616,1.17348,0.23219776,0.880872,2.8883136,21.905976,25.353264,2.27383904,1.533144,12.109704,1.5857408
3/28/2004,0.798576,1.33655296,1.533144,1.11568192,0.890016,11.49096,0.097409792,7.52856,1.426464,0.65411808,0.844296,7.1641504,1.709928,2.28516576,1.164336,0.209827488,0.86868,2.68160096,21.875496,25.325832,2.07562144,1.490472,12.051792,1.22328576
3/29/2004,0.765048,1.486632,1.536192,0.98542464,0.85344,11.03376,0.096560288,7.22376,1.41732,0.58615776,0.816864,6.796032,1.682496,2.25401728,1.161288,0.186607712,0.85344,2.5201952,21.848064,25.28316,1.88873056,1.441704,12.015216,1.03073152
3/30/2004,0.743712,1.38469152,1.536192,0.87498912,0.819912,10.57656,0.095427616,7.19328,1.41732,0.53518752,0.795528,6.6261312,1.673352,2.16906688,1.149096,0.170467136,0.844296,2.0104928,21.788628,25.23744,1.71033472,1.395984,11.99388,0.920296
3/31/2004,0.725424,1.4441568,1.536192,0.78720704,0.79248,10.24128,0.094578112,7.13232,1.414272,0.495544,0.780288,6.0597952,1.63068,2.01898784,1.133856,0.15432656,0.835152,1.8972256,21.75695928,25.19172,1.49512704,1.338072,11.966448,0.77588032
4/1/2004,0.704088,1.3308896,1.533144,0.71641504,0.768096,10.30224,0.094578112,6.64464,1.395984,0.46439552,0.765048,5.521776,1.588008,1.79528512,1.109472,0.1345048,0.82296,1.74714656,21.717,25.139904,1.28558272,1.277112,11.960352,0.75322688
4/2/2004,0.679704,1.52061216,1.536192,0.67110816,0.752856,9.50976,0.092879104,6.46176,1.389888,0.424752,0.74676,4.8421728,1.530096,1.49512704,1.08204,0.118647392,0.813816,1.4724736,21.665184,25.078944,1.12417696,1.225296,11.954256,0.7220784
4/3/2004,0.65532,1.4016816,1.536192,0.62580128,0.734568,9.47928,0.092879104,6.67512,1.399032,0.40776192,0.737616,4.3041536,1.481328,1.31956288,1.0668,0.108170176,0.80772,1.24877088,21.619464,25.030176,1.03073152,1.197864,11.945112,0.68526656
