Date,Average of pres0,Average of pres1,Average of pres2,Average of pres3,Average of pres4,Average of pres5,Average of pres6,Average of pres7,Average of pres8,Average of pres9,Average of pres10,Average of pres11,Average of pres12,Average of pres13,Average of pres14,Average of pres15,Average of pres16,Average of pres17,Average of pres18,Average of pres19,Average of pres20,Average of pres21,Average of pres22,Average of pres23,Average of pres24,Average of pres25,Average of pres26,Average of pres27,Average of pres28,Average of pres29,Average of pres30,Average of pres31,Average of pres32,Average of pres33,Average of pres34,Average of pres35
6/26/2015,101872.0063,101864.166,101840.8059,101806.0531,101867.1746,101861.4133,101829.1895,101774.8535,101855.7172,101850.1492,101841.6375,101804.1652,101839.5254,101810.5012,101779.4926,101771.6535,101799.4945,101756.7742,101734.15,101726.0535,101732.2934,101704.3254,101629.7016,101633.8621,101630.3414,101595.4613,101584.6453,101580.9336,101633.8289,101490.6293,101454.4707,101486.2457,101660.3898,101496.134,101422.341,101414.6293
6/27/2015,101774.5422,101779.1512,101760.7824,101725.4863,101763.5016,101768.9422,101743.6629,101689.3254,101753.5188,101754.127,101747.4711,101711.5988,101745.102,101716.398,101681.4867,101673.0063,101705.3262,101664.4629,101637.6461,101625.391,101630.9902,101613.0707,101534.4793,101533.9664,101520.0773,101497.2313,101483.6945,101475.4391,101518.8625,101381.6797,101345.4227,101373.966,101545.8383,101379.5027,101302.9582,101288.9426
6/28/2015,101774.2747,101765.382,101744.9017,101716.3705,101744.868,101743.8573,101716.7076,101664.8002,101720.514,101718.6953,101710.9486,101672.3462,101698.3836,101668.7755,101636.2701,101628.5896,101663.3191,101622.4934,101596.8931,101582.3076,101603.2595,101585.0366,101502.4083,101494.4589,101498.9058,101473.2044,101452.9264,101439.4868,101489.0691,101348.9766,101309.8709,101337.491,101507.4285,101339.243,101260.2537,101245.7019
6/29/2015,101852.2504,101844.6916,101820.5841,101783.7091,101847.3434,101840.0592,101802.6648,101746.0707,101825.1261,101813.6663,101798.0324,101762.1927,101796.5696,101760.1808,101722.2385,101715.8992,101746.8936,101702.8557,101676.9818,101666.3144,101675.1228,101647.9985,101571.2894,101572.9044,101568.6075,101533.9557,101519.3579,101510.1239,101566.4442,101422.2292,101382.734,101407.0833,101587.8992,101419.183,101340.6455,101322.2679
6/30/2015,101965.6946,101963.8058,101946.1897,101918.7307,101958.6849,101959.051,101932.8724,101883.8359,101950.1819,101949.8166,101944.9699,101909.7392,101939.8512,101913.8542,101884.0792,101876.8263,101900.628,101863.4475,101840.1324,101830.4717,101829.253,101814.8992,101738.1291,101738.8906,101720.5134,101701.923,101690.1897,101683.0897,101724.1105,101589.2831,101554.6324,101584.4074,101757.3597,101593.093,101519.5234,101508.0647
7/1/2015,101965.2024,101969.8356,101954.0476,101922.7794,101952.2188,101960.5394,101937.8348,101884.5618,101940.8214,101943.8687,101938.9926,101903.183,101932.4714,101904.9211,101870.8783,101863.1685,101896.5398,101852.4103,101826.5662,101815.2898,101831.3207,101800.2054,101722.5205,101723.8616,101730.6574,101686.4661,101672.0818,101668.6083,101720.7533,101570.6265,101532.0138,101568.0067,101731.7857,101565.2325,101492.1202,101489.3471
7/2/2015,101949.1124,101958.5455,101940.2921,101900.8057,101935.5611,101945.8845,101925.6824,101868.9178,101928.9103,101936.0058,101935.9497,101898.9694,101925.2374,101903.0041,101873.6753,101866.0788,101884.5272,101846.1281,101825.1189,101820.5554,101807.9226,101785.0496,101714.8444,101724.5,101700.7082,101670.2109,101663.4497,101662.4195,101705.0224,101564.2775,101529.4671,101561.1885,101733.8774,101568.3685,101491.5122,101480.9385
7/3/2015,101881.3285,101881.551,101862.8522,101829.4891,101869.3081,101873.6495,101850.1916,101796.2364,101856.286,101859.8461,101858.9283,101822.8376,101842.2891,101819.8325,101794.1776,101789.6416,101807.339,101771.6101,101751.5207,101743.3675,101743.9783,101728.5904,101653.0163,101653.0713,101641.412,101620.0411,101607.0472,101599.4226,101643.7772,101507.9868,101472.8974,101502.4209,101674.8584,101511.1865,101438.0034,101431.7986
7/4/2015,101903.9438,101901.9933,101881.8486,101848.4464,101896.904,101897.6964,101873.0402,101820.9267,101890.1376,101892.7288,101892.2106,101856.6146,101880.6596,101859.388,101835.4338,101829.1548,101847.6842,101811.6008,101792.2493,101784.8731,101786.0313,101767.4714,101692.7738,101693.6585,101685.8876,101659.0063,101645.4144,101637.1257,101686.4349,101547.2809,101510.5874,101538.26,101713.5592,101549.1711,101475.2351,101467.4327
7/5/2015,102070.5007,102064.923,102046.7593,102019.7872,102063.0335,102063.7042,102040.1756,101992.9379,102057.029,102060.1071,102060.0465,102027.8936,102048.8013,102028.1682,102004.0621,101999.4903,102009.8214,101973.6771,101956.2753,101953.6853,101939.1473,101918.1194,101849.0294,101857.5324,101833.9438,101803.224,101794.5993,101791.6124,101833.1827,101691.4669,101655.4446,101685.8289,101857.5934,101692.2288,101619.7883,101615.4903
7/6/2015,102071.6574,102072.0532,102055.2906,102027.7109,102058.9792,102063.1536,102042.9781,101997.4468,102054.4684,102060.7467,102062.91,102031.7016,102050.1711,102031.2753,102007.9621,102003.6637,102017.561,101984.3114,101964.6849,101957.1574,101956.2433,101940.5789,101865.0889,101866.7645,101857.2876,101829.5844,101818.5521,101817.5164,101853.9345,101713.0134,101679.4587,101720.5413,101877.5536,101713.2258,101643.74,101646.452
7/7/2015,102072.7621,102070.6396,102050.6243,102015.4535,102063.5987,102066.799,102039.5994,101983.337,102058.5671,102056.7045,102046.494,102008.4134,102057.3445,102024.734,101984.5593,101972.3409,102021.9119,101978.1879,101944.4723,101924.3704,101956.1953,101932.6896,101845.766,101837.7667,101856.1811,101823.4535,101804.3988,101793.2575,101854.6097,101711.4542,101672.9663,101702.5518,101877.7947,101711.5107,101638.755,101626.13
7/8/2015,102043.6435,102029.4471,102001.7827,101965.157,102051.2955,102035.2088,101993.9862,101936.6477,102036.6335,102023.0188,102010.392,101969.6655,102008.881,101977.1992,101948.4876,101941.1275,101974.2621,101932.2259,101909.3317,101896.386,101921.4918,101897.8104,101816.2699,101809.1133,101824.5597,101795.1193,101775.1349,101760.793,101824.2404,101682.9751,101643.4396,101667.8189,101849.7234,101683.7305,101607.9208,101594.6843
7/9/2015,102003.878,101997.3255,101980.7772,101960.2362,101993.2418,101992.4189,101971.8177,101933.8746,101991.7783,101997.173,102000.5859,101973.7667,101988.5484,101971.817,101952.2511,101949.2641,101955.7262,101923.0856,101906.9033,101903.5811,101888.099,101875.8166,101804.8378,101809.5915,101780.6094,101760.7083,101750.926,101746.9342,101778.2325,101641.9126,101607.7489,101640.9981,101805.5383,101640.9978,101567.6726,101563.1008
7/10/2015,101993.3345,101986.0036,101968.549,101943.2979,101987.9805,101988.9119,101966.8899,101919.7053,101978.8761,101984.7234,101989.7269,101957.9013,101964.7092,101949.5234,101933.7553,101932.6218,101931.9244,101901.2028,101889.1001,101888.0543,101874.4979,101858.5273,101789.6108,101794.8178,101777.6825,101751.2109,101740.3306,101734.8036,101778.381,101639.5895,101603.6328,101633.3047,101805.7855,101641.7124,101570.5259,101567.2979
7/11/2015,101998.3969,101992.5744,101971.9412,101940.9788,101999.0353,101994.7374,101964.6272,101912.9397,101987.9115,101984.8032,101979.9576,101944.9405,101969.5644,101944.6049,101919.0353,101914.3419,101933.0543,101894.3192,101875.301,101868.5666,101872.285,101848.7269,101774.8211,101776.8337,101772.9628,101740.3531,101726.9129,101720.1775,101771.4699,101628.9929,101591.4777,101621.0398,101794.5104,101629.8765,101556.5212,101548.4754
7/12/2015,101810.7102,101801.2379,101777.941,101750.9668,101797.9414,101784.759,101752.7582,101711.7348,101782.6453,101776.5664,101771.702,101741.1414,101758.4863,101734.5492,101713.398,101710.9008,101726.902,101689.3656,101672.5988,101665.2691,101673.2387,101654.2934,101578.6133,101575.4145,101574.518,101550.55,101532.566,101517.4617,101575.5406,101438.166,101398.8699,101418.4863,101604.0535,101439.7344,101364.8863,101350.902
7/13/2015,101530.1001,101519.0692,101494.1391,101461.4368,101522.8166,101510.7779,101473.6894,101421.5751,101509.8646,101497.5815,101482.2827,101443.3344,101492.128,101456.3471,101418.5268,101407.4952,101445.3155,101399.5104,101372.5685,101361.872,101368.7288,101341.4226,101265.3847,101268.3408,101256.9111,101223.6622,101210.9844,101204.6455,101252.0964,101109.2545,101071.3423,101099.9293,101271.6321,101107.3653,101034.5577,101022.0324
7/14/2015,101496.1891,101488.0281,101465.1809,101432.9895,101484.6699,101477.9496,101445.9809,101394.1082,101469.9813,101463.6449,101454.0449,101416.5414,101451.2605,101421.341,101389.1488,101381.0531,101407.773,101368.2207,101344.7969,101335.3246,101338.5254,101317.2766,101241.6285,101242.0449,101232.6055,101202.493,101186.6207,101174.4605,101227.4535,101086.173,101045.9805,101067.1016,101248.0934,101080.4773,101002.8449,100982.5891
7/15/2015,101622.8355,101618.5576,101598.178,101569.4794,101600.2677,101597.4371,101570.1197,101525.2179,101589.1846,101585.648,101575.8125,101543.6102,101580.8306,101549.3359,101512.5197,101503.7286,101538.9613,101496.6205,101468.3269,101455.2566,101462.3298,101443.0621,101363.972,101362.5247,101348.477,101322.8429,101307.1468,101296.234,101340.7307,101200.9737,101162.2044,101187.3984,101361.0074,101194.2714,101118.5152,101102.7179
7/16/2015,101711.7533,101711.7537,101695.2355,101669.0257,101702.5499,101703.8906,101678.5048,101632.1198,101694.1689,101693.7734,101688.1045,101655.5565,101684.8121,101658.0554,101626.0551,101618.4658,101638.154,101601.3698,101578.3289,101571.5636,101557.8486,101542.093,101469.2548,101474.4048,101443.8371,101419.8832,101408.3025,101399.2202,101439.968,101301.1484,101262.901,101285.5446,101464.5309,101297.8568,101221.5435,101206.4275
7/17/2015,101664.5109,101661.8118,101648.0377,101632.3431,101648.4837,101648.1213,101628.2541,101597.8672,101642.0275,101646.1732,101647.6206,101627.6967,101633.8468,101615.1471,101593.053,101594.5,101593.8604,101564.6145,101547.5574,101543.3842,101527.1328,101515.7806,101444.267,101448.3855,101424.7891,101400.3573,101388.3363,101381.1576,101420.6715,101281.4297,101244.4766,101272.3573,101444.824,101278.786,101204.0445,101194.8067
7/18/2015,101764.4818,101759.9412,101743.0569,101718.494,101756.253,101755.5826,101729.282,101682.8359,101741.1674,101740.8932,101737.3278,101705.6938,101722.1499,101697.7693,101672.0167,101669.2437,101687.1343,101652.0257,101631.2403,101621.0305,101627.4606,101614.7526,101536.032,101531.308,101525.4881,101506.2883,101488.6112,101474.3783,101525.2139,101389.503,101351.3456,101374.2653,101554.7753,101389.0759,101314.0744,101299.1719
7/19/2015,101758.4021,101757.324,101741.8635,101717.6451,101741.426,101745.7718,101725.4601,101684.3647,101731.6238,101736.7759,101736.9108,101711.2784,101723.0683,101701.7447,101676.28,101674.9005,101690.8993,101656.4741,101635.051,101624.6768,101631.0419,101616.7607,101538.479,101535.7163,101531.6069,101507.9934,101492.8709,101484.6176,101529.9568,101391.8503,101355.9441,101387.7072,101556.4992,101391.2105,101316.1953,101309.0539
7/20/2015,101685.1895,101685.106,101667.0194,101637.2174,101673.8359,101674.7541,101647.6522,101599.0397,101661.8162,101659.8957,101652.3274,101619.6308,101649.1542,101620.1885,101586.2401,101580.0622,101603.3526,101561.391,101538.017,101531.4511,101524.6046,101499.5904,101427.4925,101435.8128,101412.911,101380.105,101372.5085,101372.6185,101409.6549,101266.6855,101231.7075,101267.4365,101431.1097,101264.0703,101188.0764,101179.7833
7/21/2015,101600.1729,101601.3414,101583.1719,101551.895,101586.0938,101588.5146,101561.8013,101507.4015,101564.0268,101564.194,101559.909,101521.5367,101538.7894,101513.2164,101485.9195,101480.9671,101496.7164,101458.734,101440.3954,101435.4436,101427.5683,101408.9524,101337.1895,101340.9457,101317.2931,101291.0533,101278.5866,101271.7147,101308.5567,101168.535,101131.2208,101160.3543,101327.7007,101161.3553,101086.9501,101079.2147
7/22/2015,101577.6104,101573.9748,101552.6222,101516.2869,101563.9961,101565.2763,101536.0692,101476.7536,101549.9169,101546.6584,101536.011,101494.0906,101537.8438,101505.1737,101466.3381,101454.4105,101489.9599,101445.1016,101418.1346,101408.9421,101406.179,101380.6946,101306.7166,101312.011,101289.9599,101258.2802,101246.2081,101237.1889,101285.2475,101143.1381,101103.4869,101125.2472,101305.7273,101140.8693,101067.0075,101052.4041
7/23/2015,101746.1594,101745.4606,101726.7259,101696.9084,101736.3551,101735.1921,101704.1218,101656.7053,101724.1087,101716.4574,101701.1839,101671.0756,101712.5881,101675.3526,101631.6864,101623.0174,101665.0252,101618.1882,101586.1591,101571.3512,101587.6143,101557.8242,101477.8239,101478.8139,101479.978,101440.8498,101426.5085,101418.9158,101476.1371,101329.9844,101290.6236,101317.9123,101494.4641,101326.9599,101249.3161,101237.6214
7/24/2015,101737.3523,101739.638,101724.7965,101696.8493,101719.006,101728.6365,101711.0212,101662.8687,101707.4847,101716.3847,101719.1882,101688.1633,101698.6164,101679.6607,101654.6395,101651.5011,101652.0182,101617.6421,101602.4639,101604.4457,101570.4955,101550.6853,101487.3557,101503.0212,101458.0692,101426.3125,101422.3802,101424.0275,101452.5521,101309.8025,101274.2679,101307.0592,101472.5446,101307.333,101234.0078,101223.1276
7/25/2015,101447.2443,101455.2734,101440.1761,101408.6697,101421.8768,101434.0082,101417.5419,101367.5643,101406.6914,101416.9027,101419.9865,101387.4638,101395.6658,101376.4663,101351.0415,101348.5387,101351.478,101318.1974,101301.7024,101300.7429,101270.4879,101258.212,101191.2734,101202.8519,101154.0661,101134.7504,101130.9105,101133.0043,101150.8967,101014.9538,100983.1573,101021.1204,101177.9496,101011.8406,100937.1349,100931.4911
7/26/2015,101280.6867,101275.9191,101256.4953,101229.6148,101287.8867,101279.9512,101246.7352,101200.1109,101275.9512,101268.8145,101261.327,101229.9988,101252.5906,101225.8387,101199.4395,101196.5586,101207.1832,101173.1668,101154.4148,101148.7516,101141.6789,101124.8793,101051.9512,101054.3191,101037.2324,101006.607,100992.3668,100985.0066,101024.366,100880.8785,100842.1582,100872.2074,101038.0309,100873.1344,100798.9918,100795.3746
7/27/2015,101387.5211,101392.4492,101381.5695,101362.4648,101367.041,101377.6656,101364.866,101326.6578,101364.2582,101376.5137,101382.6574,101355.2652,101366.498,101350.5938,101328.2574,101324.066,101335.3297,101302.0172,101283.3289,101277.5371,101270.2418,101253.8895,101180.6742,101183.393,101168.6734,101141.3133,101127.4883,101117.5371,101167.0734,101026.1461,100987.4258,101011.3934,101192.7691,101025.857,100951.5215,100940.098
7/28/2015,101546.1045,101550.4621,101536.657,101511.9725,101524.5584,101533.0301,101516.9077,101474.2731,101516.1771,101525.4416,101529.0986,101499.8728,101510.9055,101492.984,101468.9699,101465.2511,101468.6953,101434.8657,101418.7753,101418.7444,101393.4501,101372.6641,101307.019,101320.2768,101286.6908,101252.5882,101247.5904,101250.2109,101281.5714,101137.3285,101102.4628,101139.4315,101300.9542,101134.6153,101059.5822,101055.1019
7/29/2015,101593.1402,101589.9737,101567.8092,101529.1069,101588.5933,101589.4696,101561.4108,101503.4716,101582.8672,101581.7208,101575.3544,101537.3248,101576.3314,101548.6431,101515.5313,101505.5613,101531.5646,101487.6743,101465.1065,101460.6587,101452.1377,101420.1036,101350.8491,101362.2015,101343.8092,101302.5469,101294.6978,101292.0699,101343.9774,101197.1484,101158.8166,101185.7294,101364.9289,101199.3709,101124.3569,101108.4248
7/30/2015,101596.3785,101594.4582,101575.0992,101542.9699,101579.0676,101582.618,101562.0098,101512.859,101570.0109,101576.4426,101579.0672,101546.6508,101561.2426,101542.8742,101520.8266,101516.7316,101524.8262,101490.8734,101474.5223,101471.5145,101457.434,101440.1859,101370.3301,101375.6422,101351.802,101322.9391,101310.5543,101303.2262,101343.291,101201.6582,101163.2902,101190.2023,101361.6266,101196.5379,101123.0984,101113.6578
7/31/2015,101626.0756,101624.9407,101606.6424,101576.1552,101609.1438,101612.9261,101590.1481,101541.0423,101599.021,101601.9293,101598.8455,101566.147,101590.8754,101566.1474,101536.1261,101530.2205,101552.0969,101512.7947,101490.337,101482.7447,101481.2894,101458.7447,101384.7951,101388.3441,101374.7301,101341.2745,101328.2422,101321.6388,101366.4972,101222.4677,101183.9808,101213.2166,101383.1658,101217.3764,101145.6094,101138.831
8/1/2015,101593.3528,101592.9482,101576.1731,101551.1468,101571.0872,101572.9737,101551.5173,101512.1057,101557.1768,101560.7122,101560.0045,101535.2134,101543.2644,101521.7401,101496.7122,101496.5444,101502.6752,101470.7422,101452.0473,101446.3203,101432.0728,101423.0785,101350.2196,101353.2858,101319.8368,101299.7948,101289.3178,101287.8705,101304.5099,101166.7422,101133.1937,101174.3544,101320.5103,101156.3676,101088.1229,101096.9153
8/2/2015,101443.5744,101449.3966,101436.6257,101414.7139,101428.2764,101433.426,101411.7571,101369.9133,101414.3783,101417.2433,101414.4699,101384.9993,101400.0852,101376.0699,101347.2098,101344.0993,101350.135,101317.2202,101298.0517,101295.3077,101266.6905,101256.1157,101187.6964,101199.8571,101150.3943,101133.9661,101133.3583,101141.4944,101151.5212,101018.1269,100990.6373,101037.9063,101183.3385,101018.1577,100943.6737,100947.7277
8/3/2015,101470.2109,101466.6623,101447.4915,101416.043,101456.5384,101458.2266,101431.4624,101381.1928,101442.924,101441.5852,101433.7021,101402.255,101429.8626,101400.7422,101365.6012,101360.2479,101375.782,101341.3097,101317.1935,101310.1534,101288.277,101278.4439,101206.0369,101213.1641,101168.4215,101150.9393,101143.7248,101141.3388,101162.8945,101027.6808,100993.935,101027.3892,101188.6985,101019.767,100942.706,100935.9279
8/4/2015,101740.9395,101738.507,101718.0277,101684.0758,101733.9,101733.8355,101704.4594,101649.0031,101727.084,101723.1801,101712.3965,101672.8758,101721.1313,101688.7477,101650.027,101637.4516,101677.9637,101635.4996,101605.5785,101591.4672,101599.8516,101580.2992,101500.2359,101498.9547,101486.7633,101460.3961,101445.4824,101435.7879,101481.0352,101341.068,101302.9551,101329.8352,101502.9234,101337.068,101262.4438,101248.6191
8/5/2015,101869.5527,101872.513,101854.86,101822.2458,101860.6732,101866.0866,101843.099,101790.5674,101852.7529,101856.5407,101855.0993,101819.7399,101844.5133,101821.5794,101793.9798,101787.4193,101808.806,101772.1663,101750.4059,101741.7135,101742.8063,101724.9665,101649.1533,101650.3799,101640.0859,101614.3265,101601.6335,101594.6465,101640.9665,101502.3535,101466.4326,101496.2197,101668.9932,101503.1797,101427.6868,101417.7926
8/6/2015,101776.8819,101774.9614,101753.3099,101716.3659,101769.878,101770.2335,101742.145,101686.2878,101763.6211,101761.9123,101754.6237,101716.6506,101757.3273,101728.6332,101694.6415,101684.0126,101717.7882,101675.8333,101649.7001,101638.7478,101646.2153,101621.6823,101544.8108,101545.842,101540.7569,101507.5126,101493.1849,101484.1189,101538.3056,101395.5139,101356.5095,101381.7886,101560.171,101394.7309,101319.2461,101303.1393
8/7/2015,101558.9594,101562.5863,101543.7522,101507.6689,101549.817,101555.6674,101532.2013,101476.7347,101541.3136,101544.91,101542.8382,101505.9918,101533.0852,101509.4356,101480.4234,101473.5033,101492.0041,101456.346,101434.7091,101427.6373,101417.8854,101402.8914,101329.5952,101332.8263,101307.1343,101283.0279,101270.4416,101262.3043,101300.0342,101161.4587,101124.0033,101150.7623,101321.5499,101154.9974,101077.9844,101066.6164
8/8/2015,101413.1162,101405.5479,101386.32,101364.9769,101393.2211,101386.2086,101359.7745,101322.7928,101380.6158,101378.5285,101374.8825,101347.1681,101365.0329,101341.1019,101315.9752,101312.9986,101325.324,101289.234,101270.8135,101265.5543,101256.2884,101240.0931,101167.9681,101172.1702,101148.1284,101124.9212,101114.5428,101110.3679,101144.9837,101007.4124,100972.6016,101005.465,101170.1664,101003.767,100927.1895,100913.6654
8/9/2015,101455.5765,101454.2619,101434.9626,101404.4441,101445.9428,101444.8647,101416.84,101366.3812,101434.0863,101431.7286,101425.1608,101389.3195,101419.9387,101392.0822,101361.0588,101353.5814,101381.2701,101340.4457,101317.067,101307.4005,101313.3631,101290.7944,101214.7015,101215.8129,101208.7385,101180.1086,101167.0715,101159.5929,101210.0189,101070.1632,101033.3109,101061.405,101237.0008,101070.1953,100991.5765,100977.699
8/10/2015,101424.2625,101415.9758,101393.2539,101361.7023,101424.4539,101415.6855,101381.1582,101329.3824,101415.4621,101406.375,101394.5027,101357.3508,101400.391,101368.5504,101334.8227,101324.7742,101362.2469,101321.5426,101294.3105,101279.3992,101299.8789,101279.1109,101197.3512,101191.2379,101200.9977,101174.1828,101154.8867,101138.1176,101205.3504,101067.3352,101027.3027,101044.807,101235.6551,101070.5344,100991.6867,100973.991
8/11/2015,101561.7537,101554.2262,101532.8315,101503.0562,101549.8977,101545.0521,101516.6481,101469.654,101535.6347,101533.2589,101528.8084,101497.5707,101516.74,101492.0249,101466.3627,101463.224,101478.6146,101439.7879,101421.4408,101415.9862,101414.0655,101391.3307,101319.0722,101323.0636,101311.2087,101280.8854,101269.2128,101263.5439,101310.5986,101169.5856,101132.8616,101162.6075,101335.1023,101170.0432,101094.6142,101082.7292
8/12/2015,101630.6371,101633.3714,101615.1893,101581.0955,101616.1491,101621.7347,101597.1825,101544.0039,101603.6982,101604.7752,101598.2003,101564.0188,101593.9535,101565.0952,101530.331,101522.6225,101557.56,101517.4162,101489.2837,101474.3317,101489.8075,101473.1104,101391.1605,101384.1197,101382.0554,101357.3857,101336.4688,101319.0444,101372.8626,101233.7493,101192.353,101211.4077,101392.1499,101226.1577,101150.4336,101135.8011
8/13/2015,101542.1612,101539.1935,101515.8924,101479.1786,101530.9602,101526.8303,101496.4581,101446.4521,101522.4663,101517.288,101507.0188,101475.1644,101513.3026,101481.9425,101445.8114,101438.103,101468.1527,101423.3825,101397.8398,101389.5785,101386.2635,101360.3427,101287.005,101293.2013,101271.2663,101240.8949,101230.0735,101222.8292,101270.4808,101129.5355,101091.3395,101114.9609,101295.0053,101129.6815,101051.8913,101034.8448
8/14/2015,101682.5613,101667.5029,101646.2163,101622.7381,101675.5206,101665.6842,101635.572,101593.8376,101665.7192,101661.2377,101656.0839,101627.2171,101649.7529,101625.1287,101600.2697,101596.9021,101612.2278,101575.815,101556.581,101549.5744,101552.0008,101530.5436,101456.3039,101457.785,101454.1813,101422.148,101408.303,101400.4897,101452.9692,101310.5522,101272.7595,101301.1205,101476.4807,101310.9901,101237.0526,101227.8236
8/15/2015,101763.2779,101761.3575,101741.2746,101707.9639,101756.2686,101756.7567,101730.8824,101678.6771,101746.1812,101747.5521,101745.8151,101711.1023,101732.5588,101710.0971,101685.3199,101680.657,101698.2411,101661.9141,101642.349,101634.6376,101637.7154,101618.7292,101543.3925,101543.3616,101537.0234,101507.0952,101492.3452,101484.9699,101530.4096,101388.2984,101350.7831,101381.9598,101550.0662,101386.0443,101314.9126,101311.2853
8/16/2015,101777.3902,101773.4852,101759.1824,101742.223,101774.7352,101772.2715,101748.8148,101713.1352,101769.134,101771.1504,101772.4625,101747.6629,101757.2621,101738.6383,101719.6309,101720.0473,101731.4059,101698.9582,101680.8469,101671.1492,101684.0148,101669.4859,101590.4137,101584.366,101593.8063,101569.4539,101551.2453,101538.7676,101596.0148,101457.7418,101420.3672,101447.7266,101625.6137,101460.4945,101385.8379,101378.1902
8/17/2015,101854.1321,101858.4903,101843.6488,101816.8304,101843.3434,101849.7448,101830.1484,101784.0372,101837.5238,101844.1972,101846.2693,101814.423,101831.3676,101812.2887,101788.609,101784.4036,101798.8795,101765.7824,101745.9115,101737.9275,101736.9818,101723.3289,101647.3828,101646.7731,101636.6246,101612.7005,101598.1633,101589.0811,101634.5517,101496.2515,101459.3125,101487.8099,101660.8225,101495.3668,101422.4989,101412.5636
8/18/2015,101724.8586,101732.4716,101722.2652,101702.1221,101714.0461,101724.6887,101708.8244,101667.6287,101709.0604,101718.6949,101722.7027,101694.2738,101705.3553,101687.6032,101664.2611,101661.1616,101670.5259,101636.067,101618.0794,101613.734,101605.1793,101584.5633,101513.4897,101519.4186,101506.6197,101474.5177,101463.7718,101458.2134,101508.7738,101366.6945,101329.6414,101357.3639,101535.1151,101369.9955,101296.9683,101287.6719
8/19/2015,101591.6364,101589.6864,101571.9119,101544.0142,101584.5675,101584.9453,101558.065,101511.6069,101578.2543,101575.8683,101567.6065,101537.1193,101571.9989,101542.2976,101506.9229,101500.174,101529.1779,101487.5778,101460.9006,101450.5444,101450.283,101429.9776,101354.1087,101358.5888,101338.9808,101315.5053,101307.8828,101307.0987,101344.7415,101208.5664,101176.3633,101212.4645,101377.7013,101214.5891,101141.8036,101139.1559
8/20/2015,101624.8516,101621.4197,101602.6847,101574.7273,101621.3026,101619.3242,101593.288,101546.9173,101615.4553,101615.8054,101614.0309,101582.1172,101604.7791,101582.7564,101558.7852,101553.8121,101569.9574,101535.2237,101515.7894,101508.3438,101511.0476,101491.5291,101416.7365,101417.5785,101415.5419,101384.0955,101370.1033,101362.8292,101414.4084,101272.7646,101235.4986,101265.1719,101438.293,101273.1136,101197.9719,101188.5465
8/21/2015,101658.5472,101660.7578,101639.3761,101598.5039,101650.0234,101654.3874,101628.6999,101568.7436,101642.081,101643.7983,101639.5799,101599.5511,101634.6058,101608.6861,101577.7915,101568.7436,101601.5863,101561.8778,101536.5114,101523.6534,101537.1506,101518.5036,101438.6204,101435.2741,101434.5188,101410.0529,101394.8675,101385.7915,101435.7969,101298.4311,101262.3001,101291.7685,101464.6566,101301.0781,101228.0018,101218.1683
8/22/2015,101561.9904,101558.6733,101538.0479,101503.1982,101557.685,101558.3242,101531.4148,101477.5387,101548.8114,101548.7823,101544.7685,101510.3537,101537.3214,101512.3903,101484.3182,101478.9063,101503.1974,101465.7273,101442.9496,101431.9251,101442.2813,101423.8658,101345.8729,101343.4585,101343.0526,101317.0153,101301.9759,101293.277,101343.8952,101205.8597,101169.6399,101199.0231,101371.1534,101208.3022,101135.2852,101126.2085
8/23/2015,101485.8709,101483.8903,101461.5506,101423.1812,101478.8616,101479.8668,101454.785,101400.9044,101473.6503,101476.1797,101475.2347,101441.1019,101466.3973,101444.7891,101420.2563,101414.8013,101437.8099,101403.3408,101381.1548,101368.9944,101381.6425,101368.9342,101288.75,101281.8642,101284.8501,101265.2533,101246.4498,101231.0286,101287.9896,101153.5889,101115.5844,101137.1321,101320.0807,101157.2158,101084.0733,101070.9989
8/24/2015,101395.425,101391.2977,101371.1375,101340.8012,101393.6023,101390.5621,101363.7449,101316.7055,101391.6496,101391.0734,101388.0652,101356.2254,101385.6977,101362.5938,101336.6727,101330.5613,101351.2977,101315.0734,101293.6336,101284.9938,101288.6414,101269.6023,101193.9219,101194.593,101190.8805,101163.9383,101150.5941,101141.9539,101196.4816,101058.6258,101022.1457,101048.2895,101227.8742,101065.0258,100991.7773,100982.0813
8/25/2015,101371.3645,101366.982,101349.6367,101326.3094,101364.0367,101360.9016,101334.2449,101290.1484,101353.925,101352.4211,101348.3246,101315.8137,101339.2371,101315.1414,101288.8379,101282.884,101298.3086,101262.6609,101243.5238,101238.0539,101230.5641,101212.1004,101140.3242,101144.7742,101125.6691,101096.2293,101085.1891,101081.316,101118.1496,100977.3168,100941.4766,100974.7242,101136.9969,100972.325,100897.6691,100893.4133
8/26/2015,101363.0515,101357.9311,101338.3232,101314.3814,101356.2138,101347.6328,101318.3388,101277.4943,101347.9812,101343.7649,101338.9059,101307.5742,101332.9712,101308.6222,101284.0984,101279.1822,101296.0845,101259.0515,101240.2866,101233.9165,101230.9787,101213.0291,101139.9819,101141.3196,101124.9418,101098.4396,101084.1271,101075.4581,101116.8249,100977.5092,100939.7493,100967.2408,101136.1126,100972.4759,100899.837,100892.7092
