Date,Average of pres0,Average of pres1,Average of pres2,Average of pres3,Average of pres4,Average of pres5,Average of pres6,Average of pres7,Average of pres8,Average of pres9,Average of pres10,Average of pres11,Average of pres12,Average of pres13,Average of pres14,Average of pres15,Average of pres16,Average of pres17,Average of pres18,Average of pres19,Average of pres20,Average of pres21,Average of pres22,Average of pres23,Average of pres24,Average of pres25,Average of pres26,Average of pres27,Average of pres28,Average of pres29,Average of pres30,Average of pres31,Average of pres32,Average of pres33,Average of pres34,Average of pres35
6/28/2007,101716.5402,101711.9989,101690.4821,101657.0807,101705.6912,101703.9226,101677.1942,101626.7567,101700.1737,101699.5033,101694.8709,101660.1276,101693.7426,101668.1124,101638.6116,101631.1142,101662.3233,101625.1105,101599.2068,101584.333,101603.3817,101587.8084,101504.6079,101497.811,101505.2173,101482.0863,101464.4702,101453.3791,101507.2284,101369.6291,101333.1503,101362.5889,101537.1868,101373.8958,101301.2098,101296.3036
6/29/2007,101681.2195,101672.291,101652.6113,101625.8273,101668.8359,101667.4602,101643.523,101598.0832,101667.3633,101668.9313,101666.2434,101634.1793,101667.3945,101643.5867,101614.7875,101606.2438,101633.4438,101594.3711,101570.5645,101560.5793,101565.2836,101544.7707,101467.7793,101469.2523,101461.4109,101432.675,101420.7398,101416.4508,101461.2523,101320.4512,101285.091,101319.1398,101487.2027,101322.7234,101251.2359,101249.6355
6/30/2007,101622.8849,101616.8931,101593.6488,101558.7692,101615.0881,101608.979,101576.6303,101522.8707,101598.0124,101592.2827,101584.544,101547.8892,101574.4485,101546.2891,101517.4897,101512.4847,101532.8196,101489.0668,101470.3036,101466.1143,101466.6083,101433.7347,101363.5685,101371.1612,101365.315,101324.2678,101313.7362,101309.576,101366.0419,101219.3356,101181.1097,101209.2997,101387.5107,101223.4663,101147.5114,101139.8881
7/1/2007,101636.5774,101633.4066,101613.9944,101584.2184,101624.4163,101622.9234,101593.2396,101543.2589,101612.3791,101607.1064,101595.1897,101560.2039,101601.1339,101567.3341,101528.2333,101518.9691,101557.4312,101510.1923,101481.849,101470.3899,101481.6362,101450.1246,101373.3542,101376.4315,101372.074,101330.9003,101317.7649,101312.9799,101362.596,101214.5424,101175.5327,101207.1674,101375.0915,101210.3977,101138.5956,101127.4111
7/2/2007,101740.1202,101734.305,101713.2673,101683.4667,101732.3842,101726.9025,101696.6281,101646.5122,101717.3291,101713.6298,101708.0917,101672.0856,101696.0156,101670.3597,101644.0645,101638.4708,101652.4952,101612.7602,101595.73,101593.838,101583.5978,101555.7721,101487.681,101497.1427,101479.5007,101441.4083,101432.2245,101429.4701,101476.0774,101330.2989,101292.6766,101322.645,101495.1107,101329.4348,101254.694,101245.5394
7/3/2007,101752.364,101743.6946,101720.0146,101683.6513,101750.0075,101744.858,101712.3629,101655.6658,101737.7599,101732.4361,101724.1161,101686.4148,101720.4503,101691.4766,101660.4077,101653.076,101677.2791,101633.12,101612.1747,101607.2869,101605.3089,101573.6868,101502.7053,101510.2695,101498.7493,101457.7898,101446.2102,101440.5671,101494.3562,101346.3423,101306.4872,101332.5824,101511.5206,101346.1094,101274.5749,101263.9854
7/4/2007,101603.3675,101602.6697,101586.0884,101561.4183,101593.5934,101593.3036,101566.4233,101523.2241,101585.3327,101582.3647,101573.3462,101544.0803,101577.1278,101546.5827,101511.1211,101504.1978,101542.4808,101501.1428,101471.3537,101454.0149,101480.0234,101459.7166,101374.8306,101367.0043,101380.0962,101352.2266,101332.9968,101319.8487,101380.3281,101240.0224,101201.4474,101227.6296,101406.9453,101241.7397,101166.2482,101158.1321
7/5/2007,101616.3383,101615.5313,101594.9959,101560.7969,101606.5988,101604.9575,101573.9596,101522.4249,101585.3961,101580.1094,101570.4256,101539.677,101559.768,101528.7962,101496.018,101494.0425,101518.3346,101477.5978,101453.4725,101442.3142,101456.2269,101432.4912,101353.9107,101351.6009,101354.9113,101320.9922,101303.9351,101294.196,101347.8723,101203.3995,101164.053,101192.6858,101365.8757,101200.7279,101126.6549,101120.9232
7/6/2007,101688.1771,101684.8549,101665.3802,101635.4528,101674.6458,101674.1276,101647.2467,101596.8095,101662.4249,101661.4792,101655.8724,101619.6656,101649.2887,101622.439,101592.0238,101584.1317,101611.4379,101571.8177,101548.4427,101538.2943,101543.1101,101524.0316,101447.0186,101445.2214,101434.8289,101407.2158,101389.6927,101375.8266,101425.8984,101284.7928,101244.1682,101265.2281,101444.5807,101278.0885,101202.6908,101189.3731
7/7/2007,101660.57,101657.8352,101639.3619,101612.4528,101645.1509,101643.4631,101616.6417,101571.3178,101631.5653,101629.6168,101623.1286,101591.4197,101617.2532,101589.2965,101558.4013,101553.2528,101581.2099,101539.4055,101515.6083,101504.8754,101516.1616,101492.8896,101415.2745,101414.3725,101410.1541,101377.5732,101362.7372,101357.3828,101398.7209,101254.8967,101217.9222,101253.6747,101412.9183,101247.652,101173.8203,101173.2674
7/8/2007,101601.6339,101597.1239,101576.7958,101544.6436,101591.9122,101590.907,101562.5331,101511.5465,101577.3144,101575.1194,101568.5673,101536.141,101560.1254,101532.5751,101502.404,101498.3806,101522.2124,101484.9096,101461.0476,101449.1321,101459.2195,101443.1585,101363.8289,101359.9888,101355.4475,101330.2444,101313.6038,101304.0952,101348.1027,101208.6749,101171.4929,101202.3039,101368.7958,101202.8531,101126.1146,101117.3981
7/9/2007,101744.2422,101744.5472,101730.1328,101705.9944,101722.2083,101729.4914,101710.6265,101665.859,101706.8177,101713.5525,101714.619,101684.7827,101693.5915,101672.8058,101647.724,101645.6522,101657.1719,101622.6425,101603.625,101597.2552,101592.5629,101576.4096,101502.8099,101505.0048,101488.4252,101460.2035,101447.8311,101443.9907,101478.1246,101336.8672,101300.9978,101337.1719,101495.099,101329.2786,101257.4762,101255.4342
7/10/2007,101908.2251,101908.924,101895.1062,101872.2688,101894.7852,101900.9815,101881.9268,101838.5817,101885.593,101892.5153,101894.9013,101865.6069,101876.3423,101857.7237,101834.6243,101832.3278,101836.5749,101804.3136,101787.6438,101784.9972,101764.8651,101751.0192,101682.0735,101690.3047,101656.9098,101633.6364,101626.8874,101627.5561,101653.5344,101515.9638,101483.2365,101521.462,101678.3498,101514.2766,101441.6662,101442.3352
7/11/2007,101965.6094,101964.97,101947.0152,101917.6435,101952.9108,101954.426,101928.9268,101878.0979,101936.4716,101937.4494,101934.5526,101898.7804,101917.1706,101893.3236,101867.4877,101862.9733,101882.4424,101845.5584,101825.6517,101817.0621,101822.6538,101804.8014,101728.7759,101727.6986,101722.477,101698.3257,101684.3121,101675.9256,101724.0259,101586.9322,101551.192,101580.6332,101752.9276,101588.2796,101514.0058,101503.9675
7/12/2007,101846.6932,101841.6594,101818.8516,101785.8058,101830.1115,101824.9023,101794.4446,101747.8988,101820.4513,101814.2564,101802.6779,101771.9585,101811.4045,101778.5327,101740.8018,101733.1211,101769.8928,101725.5,101696.6701,101683.1719,101694.3438,101671.4201,101592.1175,101591.7979,101581.2376,101550.6637,101537.0192,101532.6555,101569.9506,101427.2891,101390.8665,101427.2013,101585.0192,101419.8995,101346.9382,101340.9751
7/13/2007,101748.8501,101746.7276,101728.8075,101702.6541,101734.3928,101733.695,101708.6474,101667.4549,101727.2358,101726.3935,101720.4002,101693.608,101720.6623,101693.5195,101661.549,101656.6325,101684.9087,101646.1889,101619.8913,101606.5962,101618.0575,101601.3015,101521.0398,101517.0835,101512.9812,101488.4876,101471.9925,101461.2873,101509.0547,101370.7276,101333.2294,101360.9812,101533.1701,101368.4876,101295.9059,101286.7422
7/14/2007,101713.689,101704.9427,101682.3586,101650.2984,101709.2392,101703.2046,101674.3136,101623.6927,101698.2976,101697.1406,101696.0123,101660.9955,101679.5859,101658.8925,101638.3214,101634.8776,101635.76,101597.6652,101586.4208,101591.266,101561.8251,101534.2444,101473.4438,101489.9933,101451.8676,101413.651,101408.9572,101410.8158,101444.0342,101297.9323,101261.2087,101293.91,101459.2113,101295.0982,101223.5402,101219.7906
7/15/2007,101636.5362,101626.3976,101606.0859,101580.7891,101632.6961,101624.2418,101592.0395,101546.028,101617.5399,101610.8363,101602.785,101570.5498,101594.7689,101566.8771,101539.2229,101534.507,101557.2442,101518.8783,101497.59,101487.7882,101499.8799,101478.053,101400.5452,101397.2438,101403.2048,101372.3174,101353.0173,101337.1176,101402.2303,101260.7225,101219.3248,101237.178,101426.4831,101259.5436,101182.6414,101159.097
7/16/2007,101710.8539,101708.9348,101689.2855,101656.966,101703.8148,101703.8789,101677.2223,101624.8383,101691.1742,101691.4938,101688.7105,101653.2859,101674.4695,101650.8859,101625.4457,101620.6469,101636.6145,101599.0789,101580.5508,101575.0781,101570.534,101550.5031,101478.2141,101482.118,101466.2145,101439.5266,101428.4219,101422.6949,101466.9188,101327.9742,101292.1035,101321.702,101494.0555,101330.0539,101256.998,101247.1738
7/17/2007,101859.1474,101859.5259,101839.8015,101805.9698,101843.2635,101846.8416,101825.082,101776.6172,101837.8232,101842.3331,101841.4602,101810.4492,101834.6225,101812.2525,101784.6165,101779.5547,101801.5763,101764.0195,101741.2425,101731.7283,101735.7436,101717.0668,101640.4414,101641.3438,101633.1108,101606.8129,101594.8857,101590.2596,101633.896,101495.017,101460.4574,101494.5504,101661.3288,101498.6239,101426.8267,101423.5394
7/18/2007,101901.6532,101894.4366,101873.5647,101845.0499,101895.6454,101889.8142,101861.7253,101816.036,101885.1215,101883.8056,101881.957,101850.8455,101867.8411,101846.1884,101825.2101,101823.148,101838.1875,101802.5964,101784.783,101776.6055,101783.8589,101767.7522,101691.2365,101688.3568,101685.7964,101663.7878,101648.6766,101638.9701,101687.4323,101551.2899,101515.4501,101544.7474,101717.263,101553.7791,101480.7483,101470.8277
7/19/2007,101813.0919,101812.0856,101794.3181,101764.0551,101807.3013,101809.5569,101784.2303,101734.0361,101797.7917,101798.7068,101794.9278,101762.2266,101786.2716,101761.3132,101732.513,101727.8795,101747.019,101707.1563,101686.1897,101680.0015,101678.7217,101652.7872,101580.4974,101586.4405,101574.8895,101537.5867,101527.7121,101527.5904,101568.0316,101422.2645,101386.6376,101424.5818,101584.3981,101418.5153,101345.3118,101343.6362
7/20/2007,101640.2347,101634.5975,101617.5316,101594.9163,101634.628,101632.2199,101606.8951,101565.9967,101632.4952,101631.702,101627.314,101598.9699,101628.869,101603.6938,101574.5595,101568.3426,101595.6179,101553.3478,101530.0339,101520.8906,101528.631,101502.5446,101426.9338,101428.8534,101424.952,101391.3069,101378.0804,101371.7396,101423.0625,101280.16,101242.612,101272.2054,101445.0365,101280.1291,101205.6451,101197.7827
7/21/2007,101556.1804,101555.9773,101537.1548,101504.223,101545.0962,101548.6754,101523.2482,101471.4386,101537.038,101537.0685,101530.0273,101496.3402,101530.9872,101502.1871,101466.5799,101457.3288,101483.5107,101443.2198,101417.9979,101410.2887,101401.5323,101378.7262,101306.3477,101313.0082,101289.3295,101256.3988,101245.1388,101238.0419,101283.6268,101140.7621,101101.5756,101125.4016,101302.5653,101136.9794,101062.4208,101048.5451
7/22/2007,101522.4241,101516.9993,101496.3367,101465.2515,101523.4301,101519.4375,101489.2355,101437.5789,101515.7801,101512.1845,101505.9059,101470.3411,101502.3702,101475.6745,101446.9959,101440.2906,101465.1897,101428.4356,101405.151,101393.8452,101402.0138,101386.1347,101306.958,101303.6362,101300.5272,101277.3962,101261.2738,101249.3571,101302.4159,101164.7865,101127.1793,101152.0774,101332.5882,101167.3464,101093.9286,101084.4818
7/23/2007,101560.4293,101558.5099,101540.6238,101512.5304,101553.3894,101554.8376,101532.9428,101486.426,101548.7751,101554.1645,101557.5662,101525.4305,101540.6234,101523.8816,101504.6822,101501.4486,101508.2854,101478.2734,101461.9367,101456.3121,101452.2015,101438.0551,101364.2196,101366.273,101358.5592,101331.7138,101320.699,101318.4083,101359.1661,101219.6127,101186.0633,101224.3951,101386.5185,101222.5099,101150.6608,101151.4696
7/24/2007,101664.5625,101662.5876,101646.8376,101623.7415,101657.4942,101658.6634,101636.0404,101592.8553,101652.4029,101655.6304,101655.7976,101624.966,101644.9453,101624.4096,101600.7289,101595.3312,101613.7517,101579.9158,101559.463,101550.0313,101557.3767,101540.8485,101463.1019,101459.4008,101460.2639,101429.4046,101410.3716,101397.877,101449.3556,101305.9402,101265.5921,101291.7483,101464.9107,101300.0136,101228.2775,101222.1005
7/25/2007,101743.2143,101741.2113,101725.517,101702.4215,101736.1471,101737.1484,101714.9993,101672.0078,101727.6603,101732.0567,101734.5887,101704.7874,101714.4983,101696.9117,101677.9898,101675.9868,101683.8903,101652.2796,101636.196,101630.2405,101629.6291,101615.1596,101540.6685,101539.6393,101533.6566,101507.5836,101491.7218,101481.679,101529.3988,101389.6566,101351.8967,101379.8896,101552.857,101387.0132,101311.4654,101301.8373
7/26/2007,101829.9276,101830.1016,101811.5994,101778.5241,101817.6211,101823.0028,101801.2131,101749.4325,101813.169,101817.8839,101816.6619,101781.9276,101810.9599,101788.1239,101759.2656,101751.468,101777.0685,101737.8548,101714.756,101705.7965,101710.5671,101687.207,101611.6868,101613.7237,101609.5341,101575.9347,101562.6971,101556.3263,101607.6726,101464.6321,101427.1623,101456.7202,101629.8402,101466.146,101392.0795,101381.8974
7/27/2007,101695.793,101688.3047,101664.6898,101630.448,101686.8328,101680.8176,101650.7695,101599.7609,101678.1938,101674.3523,101667.632,101632.5281,101665.9688,101639.1844,101609.7129,101602.2578,101622.3527,101585.2008,101563.5688,101556.7852,101551.9215,101530.7051,101458.0008,101462.4492,101447.6328,101414.7363,101402.5457,101396.3688,101442.1605,101299.2496,101261.1371,101289.5207,101461.4242,101297.1051,101223.7609,101215.1207
7/28/2007,101413.6543,101411.6387,101394.6469,101368.6305,101406.6141,101407.3824,101382.9027,101336.4703,101401.0465,101402.1984,101399.2227,101366.0699,101394.0063,101370.1668,101341.9422,101334.7102,101354.8066,101315.3184,101294.8379,101289.4625,101285.0145,101258.4223,101187.318,101194.2953,101182.2945,101144.1184,101133.5266,101129.5266,101178.9023,101033.2711,100995.2234,101024.9191,101197.7824,101032.8543,100959.6379,100951.6699
7/29/2007,101340.2202,101337.173,101318.0949,101287.7708,101332.0528,101332.1135,101305.051,101256.0446,101325.4691,101323.5201,101315.7176,101283.1693,101319.1611,101290.1176,101255.2839,101246.9937,101275.9152,101232.5491,101207.375,101199.359,101197.5926,101170.4981,101097.2958,101103.2987,101087.4211,101052.4029,101041.0052,101034.058,101084.9821,100941.3173,100902.4301,100926.8415,101106.2236,100940.8307,100865.4632,100852.1146
7/30/2007,101422.8828,101424.7066,101413.0574,101394.1469,101400.6422,101409.0902,101392.4809,101354.3379,101392.3535,101399.6828,101399.7453,101374.243,101389.2816,101367.2977,101338.1145,101334.3055,101348.2895,101313.3785,101291.298,101284.5457,101271.6824,101257.0906,101184.2258,101189.6012,101160.5781,101135.2977,101125.7938,101123.3938,101152.7703,101012.9617,100978.0184,101013.4738,101173.0258,101007.7465,100934.018,100931.2016
7/31/2007,101375.5632,101379.0673,101364.41,101335.2437,101348.5004,101360.5696,101343.6563,101291.3285,101327.1979,101337.0112,101340.0893,101304.9501,101309.6443,101290.1685,101266.2757,101263.7779,101273.5897,101243.205,101224.5543,101216.692,101213.8568,101204.1358,101128.3106,101126.6339,101113.6205,101092.4092,101077.7206,101069.644,101107.6168,100970.5357,100934.756,100966.6946,101131.2671,100963.4356,100885.202,100874.2001
8/1/2007,101236.0275,101236.545,101218.8069,101189.1544,101223.3787,101226.0911,101203.5692,101155.2344,101211.3408,101215.7913,101217.0406,101184.157,101196.6815,101177.1473,101155.2046,101151.7902,101159.5316,101124.7578,101109.0938,101106.6246,101093.4282,101075.0513,101005.5644,101011.5086,100990.6942,100966.4338,100955.6455,100946.4408,100997.7329,100860.7117,100823.4096,100844.4379,101031.5915,100864.888,100785.1931,100765.8705
8/2/2007,101358.6694,101370.7627,101361.0613,101338.0559,101336.6402,101352.4375,101342.3997,101302.8544,101329.9371,101345.7023,101354.9313,101330.375,101327.984,101314.9482,101295.6127,101295.7484,101295.7138,101267.3183,101251.1509,101246.9391,101229.66,101222.5518,101150.5691,101154.4087,101125.4071,101108.9346,101099.7056,101096.7422,101124.9692,100990.7714,100958.2323,100994.2405,101155.3853,100990.8384,100917.9794,100915.4531
8/3/2007,101732.392,101732.0721,101715.549,101685.4403,101721.2514,101727.4183,101705.5714,101653.0913,101707.9276,101713.25,101713.3093,101678.6033,101694.1971,101672.9304,101647.7663,101643.9276,101655.4187,101622.2834,101603.4038,101597.2955,101585.6875,101575.098,101501.8771,101505.2219,101476.6836,101459.9854,101451.1122,101448.9599,101475.5497,101341.4691,101309.4695,101347.0835,101505.4258,101340.7422,101268.2475,101264.843
8/4/2007,101821.7387,101812.4236,101786.4323,101747.1072,101817.8984,101811.2509,101780.2799,101725.4184,101805.8806,101803.428,101800.76,101766.2014,101786.2548,101763.9605,101742.0938,101738.8581,101748.4939,101710.6992,101695.7305,101693.8455,101687.0187,101660.7435,101591.9787,101598.6984,101588.8854,101553.615,101541.454,101533.1332,101591.4462,101448.0139,101408.8325,101430.6276,101616.8329,101451.3216,101373.2418,101354.9306
8/5/2007,101776.3773,101760.1852,101733.4984,101698.2656,101777.05,101764.1535,101725.5301,101671.2898,101765.9453,101753.1773,101737.9133,101701.7852,101748.4418,101713.2094,101676.2816,101667.2895,101703.2582,101655.8664,101629.7855,101620.1211,101630.2332,101596.7621,101521.7539,101526.3617,101524.6969,101484.6664,101472.5055,101466.4895,101525.6891,101379.7059,101340.9859,101367.4813,101547.802,101383.418,101309.9133,101295.7063
8/6/2007,101647.7882,101638.5777,101614.6489,101580.73,101646.6146,101637.6189,101601.2096,101546.1688,101638.5434,101626.9518,101610.7387,101570.5612,101627.2717,101590.0807,101549.4049,101535.9293,101591.2891,101542.4358,101509.3346,101490.0621,101529.921,101496.9596,101411.342,101403.4128,101431.5382,101387.5929,101366.1871,101354.4188,101421.6897,101272.4275,101230.9696,101259.5911,101432.6046,101266.6324,101192.428,101182.6506
8/7/2007,101507.1449,101496.7453,101473.2246,101440.4242,101503.368,101495.4,101462.8563,101411.4973,101496.3926,101489.5766,101479.8492,101443.8164,101485.4813,101455.4648,101422.8563,101413.4797,101447.0484,101403.9445,101378.9523,101368.2648,101382.2164,101352.809,101276.2648,101276.6813,101282.793,101242.5996,101226.4727,101216.8074,101278.5371,101132.3605,101091.8797,101116.5207,101295.7848,101131.1762,101055.8488,101043.2086
8/8/2007,101470.3251,101465.8099,101443.4106,101404.2274,101469.01,101469.9345,101441.0642,101378.8763,101463.3576,101461.7565,101454.4674,101411.5512,101457.1341,101428.5469,101394.3789,101382.4679,101413.5069,101369.5252,101345.526,101338.8763,101336.4596,101305.099,101233.8446,101242.6276,101228.9028,101186.9119,101177.4184,101174.7878,101224.1029,101076.7617,101038.5747,101068.263,101240.1029,101075.5521,101002.9475,100993.5968
8/9/2007,101523.4654,101521.5175,101503.7489,101475.9836,101516.426,101517.5848,101494.5443,101448.2217,101511.3981,101514.6287,101514.7805,101483.298,101503.9319,101483.6637,101460.0446,101455.6879,101467.6641,101433.5004,101415.1544,101409.8824,101398.9103,101384.6786,101312.9379,101317.2333,101293.1882,101272.8921,101263.0487,101257.6228,101296.1146,101161.654,101127.2764,101156.8687,101327.6265,101164.7009,101092.3501,101083.0249
8/10/2007,101503.2973,101499.102,101475.5998,101437.3776,101488.9688,101487.7244,101460.4891,101405.5911,101474.7817,101475.0673,101472.1523,101436.1337,101457.7509,101434.4618,101409.1111,101404.2756,101417.9297,101381.9466,101363.849,101359.1914,101351.0855,101332.0981,101261.2352,101265.0399,101246.3034,101217.4306,101204.204,101195.6007,101239.6536,101099.4935,101061.0933,101086.2309,101259.1024,101095.1918,101021.9123,101012.0278
8/11/2007,101398.1783,101398.7408,101377.284,101341.5951,101385.6039,101385.5285,101360.3419,101309.557,101375.7408,101377.3966,101375.9655,101342.159,101363.4292,101341.4439,101317.0864,101312.9072,101330.5634,101293.5184,101274.2813,101267.0528,101269.2748,101249.8479,101175.9467,101175.5708,101167.3258,101138.1112,101121.9228,101110.8929,101159.3442,101019.0712,100979.9563,101004.3892,101177.6406,101014.0648,100940.8033,100930.7142
8/12/2007,101561.7604,101555.5123,101535.8557,101507.9706,101556.4275,101552.9829,101526.468,101480.237,101549.7221,101549.5093,101547.1935,101515.285,101538.3545,101516.1987,101492.4271,101487.7645,101506.721,101474.599,101453.3869,101441.9591,101451.6808,101441.0145,101361.4717,101354.6138,101355.7407,101335.8106,101316.7623,101301.5543,101355.1317,101220.276,101182.1187,101204.7924,101383.7191,101220.0004,101144.8155,101131.5584
8/13/2007,101507.3156,101489.8121,101464.7238,101436.884,101509.9398,101493.3965,101455.4441,101409.1723,101506.0043,101492.7559,101478.5789,101444.2121,101494.741,101461.3316,101426.9004,101416.3398,101456.7555,101412.9152,101385.1402,101370.868,101391.4754,101366.3559,101285.5887,101282.4195,101289.0117,101257.3004,101241.2996,101232.3723,101287.827,101146.4523,101109.0762,101138.3563,101311.2191,101147.7637,101074.7078,101064.9805
8/14/2007,101430.7582,101430.9492,101411.4934,101376.1969,101418.6301,101423.0777,101398.373,101342.5336,101409.1902,101410.7578,101405.7656,101367.75,101401.5078,101374.7578,101342.2137,101332.8371,101361.9574,101320.2609,101296.2617,101287.6852,101291.8465,101263.6535,101189.925,101194.3102,101188.2941,101147.7176,101135.3012,101131.6211,101179.3648,101032.5172,100994.4371,101026.7262,101192.1969,101026.5016,100953.318,100946.5973
8/15/2007,101438.9874,101437.7791,101415.3789,101377.8681,101429.2101,101427.681,101397.1398,101342.6671,101414.8446,101410.365,101400.8372,101365.9214,101398.2057,101367.4145,101333.2461,101326.0981,101358.3121,101316.3924,101290.4006,101278.3485,101292.286,101268.2144,101189.5304,101187.2183,101189.0681,101156.1085,101138.4366,101125.9201,101183.7695,101041.0512,101000.5525,101023.273,101203.2548,101038.5603,100964.5339,100949.1029
8/16/2007,101696.9539,101709.384,101699.817,101675.6998,101684.4572,101700.8614,101691.2278,101648.8528,101685.5691,101702.6127,101713.8294,101686.1748,101690.1172,101679.5724,101661.9223,101660.6094,101656.2965,101625.8137,101612.6772,101614.2262,101585.2911,101568.5164,101503.9108,101517.1484,101481.0382,101450.5535,101446.7484,101451.868,101476.155,101334.6801,101302.2763,101343.9441,101497.0053,101334.4112,101265.3244,101270.8491
8/17/2007,101784.6291,101783.6884,101765.6172,101734.3704,101779.5097,101783.2739,101761.1746,101711.1801,101775.6314,101780.7146,101782.0694,101749.5427,101770.1347,101750.6719,101727.2551,101722.8874,101738.0983,101702.5216,101683.4334,101676.733,101675.2284,101656.7799,101582.7656,101584.8369,101574.7477,101547.3024,101535.0294,101528.7045,101575.085,101435.4159,101399.3874,101429.7688,101601.9655,101438.2762,101364.1494,101360.3093
8/18/2007,101729.018,101727.3207,101710.9996,101686.1055,101721.3379,101723.0969,101702.3289,101658.9363,101711.7691,101718.5535,101724.5047,101695.8652,101696.568,101682.4891,101667.8664,101669.6246,101660.025,101628.2164,101619.0969,101623.0652,101596.5051,101576.2176,101512.952,101527.3859,101496.5688,101465.7527,101464.2816,101472.9203,101499.0012,101357.5922,101327.5449,101374.2652,101526.2336,101364.184,101297.1125,101306.9371
8/19/2007,101786.1478,101789.431,101774.7663,101746.6342,101784.2829,101792.3529,101774.8777,101724.9579,101784.3665,101794.7167,101801.8404,101767.1406,101782.7245,101768.9783,101751.1692,101745.91,101751.7537,101720.449,101705.786,101703.3088,101689.5907,101673.7853,101603.7469,101610.0635,101592.8682,101569.1593,101560.5319,101555.6641,101604.0805,101467.7884,101433.4793,101461.6104,101641.8967,101478.2785,101404.7908,101393.6046
8/20/2007,101704.5044,101709.9861,101698.7724,101677.0126,101707.3988,101715.3563,101697.2972,101653.6101,101708.9008,101717.1936,101721.7568,101691.7605,101707.4541,101691.5099,101670.9735,101667.6624,101677.6247,101649.5479,101630.2364,101621.2486,101622,101612.929,101535.7113,101534.4592,101529.5054,101508.1912,101497.144,101495.9755,101531.9552,101395.9412,101364.9433,101407.9898,101563.1196,101402.3689,101337.0601,101344.5744
8/21/2007,101753.8754,101764.9152,101755.6027,101730.9633,101746.6438,101764.7559,101757.2023,101713.9391,101750.7379,101770.9305,101786.0035,101760.05,101757.4586,101751.123,101738.5473,101738.8996,101736.627,101712.882,101698.291,101692.2117,101686.7711,101681.1699,101606.1633,101604.1793,101596.627,101576.05,101562.1957,101556.3711,101594.259,101458.0035,101424.0828,101460.6582,101621.5223,101458.8988,101389.2984,101394.3559
8/22/2007,101715.3464,101714.7042,101700.2906,101678.3478,101714.7969,101717.7225,101697.8828,101655.7351,101719.6425,101725.7686,101728.997,101698.279,101722.4766,101705.2574,101683.7113,101677.1283,101694.1038,101661.1897,101641.3173,101633.0595,101635.285,101619.2232,101543.3073,101543.4602,101540.8999,101515.2686,101502.3166,101494.8192,101547.3304,101409.8512,101374.3769,101403.5134,101580.1834,101417.4408,101346.5841,101340.1224
8/23/2007,101635.9322,101630.4332,101611.0316,101583.0447,101630.2298,101627.7287,101601.5178,101553.1978,101623.8015,101624.1495,101622.4041,101587.2624,101613.1843,101591.1889,101567.2479,101560.82,101581.1246,101546.07,101525.7358,101516.5153,101524.4851,101506.6523,101429.358,101427.4954,101430.3462,101404.0185,101388.9222,101378.6811,101436.3406,101298.1001,101261.3281,101287.5387,101468.5721,101304.6158,101231.1907,101219.9034
8/24/2007,101581.8008,101579.8176,101564.2652,101541.1922,101574.7602,101575.7523,101551.657,101510.2813,101573.1289,101573.0016,101567.1457,101539.2734,101572.5531,101545.5441,101512.457,101505.1934,101539.9125,101501.7055,101472.7449,101456.2016,101478.3766,101460.7449,101376.618,101369.2578,101382.3441,101356.7777,101337.8648,101322.9207,101388.4574,101250.7613,101212.0719,101233.8012,101421.1934,101256.3934,101178.473,101163.018
8/25/2007,101515.9844,101516.6566,101499.6973,101474.0961,101503.2797,101503.3441,101480.8484,101439.1523,101493.8086,101497.1375,101498.3535,101469.4246,101481.0727,101461.682,101440.5922,101438.4172,101447.1531,101410.9934,101395.2797,101392.0492,101387.5684,101363.5047,101293.3289,101298.1605,101292.0805,101258.7371,101246.0012,101236.4949,101297.4242,101155.6004,101116.5605,101137.6164,101326.1293,101161.648,101088.6246,101069.3598
8/26/2007,101452.5206,101445.2777,101429.2479,101410.8906,101447.6033,101443.9972,101420.6946,101384.332,101444.9854,101447.1381,101448.3604,101422.5281,101437.5969,101419.2695,101399.0508,101396.8991,101401.4656,101369.7575,101353.7269,101350.2947,101337.0288,101322.1935,101251.5902,101257.146,101236.2873,101211.5018,101202.4549,101199.6328,101237.685,101099.7635,101065.7567,101099.3857,101266.1942,101103.2553,101033.2912,101030.9638
8/27/2007,101625.0637,101627.7595,101611.456,101580.7693,101620.2804,101626.3438,101604.7533,101553.5197,101612.366,101618.1587,101619.8096,101586.1587,101602.1591,101582.7566,101560.1875,101556.6188,101572.7192,101540.7192,101520.6427,101510.2011,101518.1501,101506.9334,101428.0115,101423.0938,101422.8914,101403.4223,101387.3886,101377.0136,101426.1604,101291.1863,101255.7837,101285.3594,101458.5292,101294.4535,101220.1464,101214.4535
8/28/2007,101677.136,101676.9918,101659.7695,101631.5803,101672.5689,101674.0533,101650.7507,101603.8562,101665.2099,101668.7876,101670.0678,101638.6495,101653.5451,101634.4016,101613.457,101610.9268,101621.2528,101588.1186,101570.8672,101564.7006,101563.9144,101547.2464,101473.5007,101474.8391,101467.7401,101441.1509,101428.9918,101424.3952,101468.3519,101329.7333,101295.0281,101329.093,101495.5227,101332.3807,101261.544,101259.7695
